datetime,hour,day,month,aqi,pm25,pm10,co,no2,so2,o3,nh3,aqi_change_rate
2025-10-27T11:00:00+00:00,11,27,10,159.98,72.89,117.26,338.38,2.07,10.82,186.54,0.69,0.1699999999999875
2025-10-27T12:00:00+00:00,12,27,10,158.72,70.46,110.85,337.78,2.87,10.92,187.97,0.6,-1.259999999999991
2025-10-27T13:00:00+00:00,13,27,10,156.16,65.49,101.66,333.29,3.96,10.43,181.03,0.66,-2.5600000000000023
2025-10-27T14:00:00+00:00,14,27,10,152.63,58.66,90.66,325.36,4.04,9.63,166.54,0.8,-3.530000000000001
2025-10-27T15:00:00+00:00,15,27,10,142.79,52.47,82.06,319.05,3.99,9.04,151.18,0.95,-9.840000000000003
2025-10-27T16:00:00+00:00,16,27,10,132.59,48.33,77.5,308.59,3.8,8.73,139.4,0.98,-10.199999999999989
2025-10-27T17:00:00+00:00,17,27,10,129.76,47.18,77.86,302.35,3.68,8.78,131.84,1.05,-2.8300000000000125
2025-10-27T18:00:00+00:00,18,27,10,132.69,48.37,81.97,299.98,3.6,9.07,128.29,1.2,2.930000000000007
2025-10-27T19:00:00+00:00,19,27,10,137.29,50.24,87.06,293.31,3.37,9.17,128.14,1.24,4.599999999999994
2025-10-27T20:00:00+00:00,20,27,10,141.73,52.04,92.27,294.26,3.24,9.31,126.11,1.44,4.439999999999998
2025-10-27T21:00:00+00:00,21,27,10,143.28,52.67,95.38,292.2,2.99,9.05,123.84,1.59,1.5500000000000114
2025-10-27T22:00:00+00:00,22,27,10,140.99,51.74,95.83,285.67,2.6,8.4,121.34,1.61,-2.289999999999992
2025-10-27T23:00:00+00:00,23,27,10,137.15,50.18,94.88,282.01,2.22,7.63,118.91,1.54,-3.8400000000000034
2025-10-28T00:00:00+00:00,0,28,10,133.72,48.79,93.15,283.58,1.96,7.04,116.74,1.43,-3.430000000000007
2025-10-28T01:00:00+00:00,1,28,10,131.04,47.7,90.23,289.66,1.79,6.69,115.19,1.3,-2.680000000000007
2025-10-28T02:00:00+00:00,2,28,10,132.12,48.14,90.25,297.83,1.82,6.92,115.17,1.25,1.0800000000000125
2025-10-28T03:00:00+00:00,3,28,10,134.93,49.28,92.02,306.13,2.36,7.4,116.55,1.19,2.8100000000000023
2025-10-28T04:00:00+00:00,4,28,10,138.06,50.55,93.48,313.43,2.72,7.75,119.41,1.08,3.1299999999999955
2025-10-28T05:00:00+00:00,5,28,10,144.73,53.26,96.59,325.21,2.78,7.99,125.71,0.96,6.6699999999999875
2025-10-28T06:00:00+00:00,6,28,10,152.16,57.75,101.8,339.1,2.58,8.23,135.73,0.86,7.430000000000007
2025-10-28T07:00:00+00:00,7,28,10,154.97,63.18,107.27,348.11,2.06,8.42,148.14,0.72,2.8100000000000023
2025-10-28T08:00:00+00:00,8,28,10,157.41,67.91,110.43,347.54,1.55,8.37,159.51,0.5,2.4399999999999977
2025-10-28T09:00:00+00:00,9,28,10,158.37,69.77,109.29,331.71,1.3,8.02,167.29,0.21,0.960000000000008
2025-10-28T10:00:00+00:00,10,28,10,157.34,67.77,103.44,305.15,1.25,7.23,170.21,0.02,-1.0300000000000011
2025-10-28T11:00:00+00:00,11,28,10,155.84,64.87,98.17,284.95,1.39,6.59,168.57,0.01,-1.5
2025-10-28T12:00:00+00:00,12,28,10,154.29,61.88,93.11,273.4,1.78,6.3,165.09,0.03,-1.5500000000000114
2025-10-28T13:00:00+00:00,13,28,10,152.57,58.55,87.88,267.83,2.39,6.23,159.34,0.08,-1.7199999999999989
2025-10-28T14:00:00+00:00,14,28,10,148.47,54.78,82.69,263.35,2.47,6.19,150.9,0.13,-4.099999999999994
2025-10-28T15:00:00+00:00,15,28,10,142.32,52.28,80.0,264.31,2.32,6.17,142.91,0.17,-6.150000000000006
2025-10-28T16:00:00+00:00,16,28,10,141.7,52.03,80.91,274.72,2.34,6.28,137.8,0.23,-0.6200000000000045
2025-10-28T17:00:00+00:00,17,28,10,146.26,53.88,85.75,289.85,2.52,6.81,134.96,0.36,4.560000000000002
2025-10-28T18:00:00+00:00,18,28,10,151.11,55.72,90.94,300.02,2.57,7.25,133.16,0.5,4.850000000000023
2025-10-28T19:00:00+00:00,19,28,10,151.56,56.59,94.8,304.51,2.5,7.51,131.1,0.67,0.44999999999998863
2025-10-28T20:00:00+00:00,20,28,10,151.81,57.06,98.11,307.74,2.38,7.63,129.45,0.84,0.25
2025-10-28T21:00:00+00:00,21,28,10,151.68,56.81,99.74,308.41,2.18,7.44,127.93,0.93,-0.12999999999999545
2025-10-28T22:00:00+00:00,22,28,10,152.1,57.64,103.44,307.02,2.01,7.46,126.34,1.0,0.4199999999999875
2025-10-28T23:00:00+00:00,23,28,10,153.1,59.57,109.15,304.96,1.88,7.66,125.1,1.1,1.0
2025-10-29T00:00:00+00:00,0,29,10,153.52,60.38,112.04,302.67,1.74,7.61,123.82,1.13,0.4200000000000159
2025-10-29T00:00:00+00:00,0,29,10,153.52,60.38,112.04,302.67,1.74,7.61,123.82,1.13,0.0
2025-10-29T01:00:00+00:00,1,29,10,153.58,60.5,113.24,303.23,1.65,7.54,122.15,1.16,0.060000000000002274
2025-10-29T02:00:00+00:00,2,29,10,153.77,60.86,114.59,307.95,1.65,7.62,120.45,1.2,0.18999999999999773
2025-10-29T03:00:00+00:00,3,29,10,153.89,61.09,115.44,315.61,2.16,7.71,119.44,1.2,0.11999999999997613
2025-10-29T04:00:00+00:00,4,29,10,153.35,60.06,112.86,325.55,2.46,7.67,119.21,1.17,-0.539999999999992
2025-10-29T05:00:00+00:00,5,29,10,153.59,60.51,112.07,341.63,2.45,7.81,123.98,1.17,0.2400000000000091
2025-10-29T06:00:00+00:00,6,29,10,154.85,62.95,113.78,359.13,2.17,8.01,133.08,1.17,1.259999999999991
2025-10-29T07:00:00+00:00,7,29,10,155.74,64.68,112.77,368.03,1.67,7.84,142.6,1.08,0.8900000000000148
2025-10-29T08:00:00+00:00,8,29,10,155.06,63.37,106.74,363.07,1.3,7.28,147.53,0.93,-0.6800000000000068
2025-10-29T09:00:00+00:00,9,29,10,153.29,59.94,98.89,349.83,1.17,6.77,148.73,0.84,-1.7700000000000102
2025-10-29T10:00:00+00:00,10,29,10,151.04,55.57,90.57,335.37,1.18,6.31,148.32,0.77,-2.25
2025-10-29T11:00:00+00:00,11,29,10,138.55,50.75,82.12,319.91,1.33,5.92,145.28,0.72,-12.48999999999998
2025-10-29T12:00:00+00:00,12,29,10,126.95,46.04,74.47,307.06,1.68,5.74,140.05,0.71,-11.600000000000009
2025-10-29T13:00:00+00:00,13,29,10,116.32,41.72,67.85,298.96,2.17,5.69,133.05,0.71,-10.63000000000001
2025-10-29T14:00:00+00:00,14,29,10,107.08,37.97,62.35,293.79,2.33,5.69,124.39,0.73,-9.239999999999995
2025-10-29T15:00:00+00:00,15,29,10,99.54,35.18,58.43,292.68,2.42,5.71,116.58,0.77,-7.539999999999992
2025-10-29T16:00:00+00:00,16,29,10,96.4,33.69,56.67,297.57,2.61,5.78,109.88,0.87,-3.1400000000000006
2025-10-29T17:00:00+00:00,17,29,10,96.64,33.8,57.83,307.95,2.84,6.03,105.11,1.02,0.23999999999999488
2025-10-29T18:00:00+00:00,18,29,10,99.2,35.02,61.23,316.59,2.91,6.31,101.8,1.17,2.5600000000000023
2025-10-29T19:00:00+00:00,19,29,10,103.88,36.67,65.71,321.38,2.85,6.58,99.48,1.27,4.679999999999993
2025-10-29T20:00:00+00:00,20,29,10,107.67,38.21,70.71,322.32,2.82,6.9,97.69,1.32,3.7900000000000063
2025-10-29T21:00:00+00:00,21,29,10,109.69,39.03,74.96,316.86,2.77,7.02,96.59,1.29,2.019999999999996
2025-10-29T22:00:00+00:00,22,29,10,111.56,39.79,79.5,308.3,2.68,7.04,95.64,1.27,1.8700000000000045
2025-10-29T23:00:00+00:00,23,29,10,114.96,41.17,84.79,304.54,2.62,7.01,93.26,1.39,3.3999999999999915
2025-10-30T00:00:00+00:00,0,30,10,118.63,42.66,89.69,298.57,2.44,6.7,92.29,1.44,3.6700000000000017
2025-10-30T01:00:00+00:00,1,30,10,122.32,44.16,94.22,290.56,2.26,6.4,92.66,1.4,3.6899999999999977
2025-10-30T02:00:00+00:00,2,30,10,126.66,45.92,99.13,283.85,2.17,6.37,93.97,1.33,4.340000000000003
2025-10-30T03:00:00+00:00,3,30,10,131.56,47.91,104.73,278.23,2.62,6.62,95.85,1.23,4.900000000000006
2025-10-30T04:00:00+00:00,4,30,10,135.84,49.65,108.97,275.55,2.86,6.87,98.82,1.12,4.280000000000001
2025-10-30T05:00:00+00:00,5,30,10,143.2,52.64,115.36,280.92,2.89,7.28,104.65,1.1,7.359999999999985
2025-10-30T06:00:00+00:00,6,30,10,151.69,56.84,122.39,292.8,2.64,7.6,114.58,1.08,8.490000000000009
2025-10-30T07:00:00+00:00,7,30,10,154.26,61.82,128.4,302.71,2.08,7.79,126.72,0.93,2.569999999999993
2025-10-30T08:00:00+00:00,8,30,10,157.04,67.2,133.29,311.21,1.6,7.83,138.29,0.67,2.780000000000001
2025-10-30T09:00:00+00:00,9,30,10,159.06,71.11,134.54,315.36,1.41,7.72,146.77,0.3,2.0200000000000102
2025-10-30T10:00:00+00:00,10,30,10,159.62,72.2,130.34,317.11,1.44,7.42,152.0,0.02,0.5600000000000023
2025-10-30T11:00:00+00:00,11,30,10,158.98,70.95,122.68,315.32,1.71,7.01,153.16,0.0,-0.6400000000000148
2025-10-30T12:00:00+00:00,12,30,10,157.69,68.46,113.9,312.96,2.26,6.66,150.23,0.0,-1.289999999999992
2025-10-30T13:00:00+00:00,13,30,10,156.33,65.82,106.11,315.05,2.94,6.34,144.29,0.0,-1.3599999999999852
2025-10-30T14:00:00+00:00,14,30,10,154.83,62.91,99.09,318.35,2.91,5.9,135.84,0.0,-1.5
2025-10-30T15:00:00+00:00,15,30,10,153.16,59.69,92.64,321.89,2.86,5.47,127.03,0.02,-1.670000000000016
2025-10-30T16:00:00+00:00,16,30,10,151.38,56.24,86.88,326.57,2.92,5.11,118.3,0.13,-1.7800000000000011
2025-10-30T17:00:00+00:00,17,30,10,145.27,53.48,82.98,333.44,3.01,4.99,110.9,0.29,-6.109999999999985
2025-10-30T18:00:00+00:00,18,30,10,140.54,51.56,81.1,339.39,3.01,5.1,105.39,0.45,-4.730000000000018
2025-10-30T19:00:00+00:00,19,30,10,137.07,50.15,80.64,333.28,2.75,5.56,102.27,0.48,-3.469999999999999
2025-10-30T20:00:00+00:00,20,30,10,138.6,50.77,82.85,340.07,2.78,5.68,99.28,0.64,1.5300000000000011
2025-10-30T21:00:00+00:00,21,30,10,142.76,52.46,87.36,347.92,2.84,5.96,97.26,0.78,4.159999999999997
2025-10-30T22:00:00+00:00,22,30,10,148.72,54.88,94.24,353.43,2.9,6.53,96.8,0.94,5.960000000000008
2025-10-30T23:00:00+00:00,23,30,10,151.8,57.04,102.37,351.48,2.86,7.25,98.26,1.2,3.0800000000000125
2025-10-31T00:00:00+00:00,0,31,10,152.52,58.44,111.08,339.74,2.68,7.91,101.37,1.47,0.7199999999999989
2025-10-31T01:00:00+00:00,1,31,10,152.96,59.3,120.14,320.41,2.37,8.38,106.1,1.69,0.4399999999999977
2025-10-31T02:00:00+00:00,2,31,10,153.41,60.17,126.88,305.71,2.07,8.33,109.32,1.85,0.44999999999998863
2025-10-31T03:00:00+00:00,3,31,10,153.87,61.06,131.7,297.52,2.28,8.08,111.6,1.96,0.46000000000000796
2025-10-31T04:00:00+00:00,4,31,10,154.22,61.74,134.36,292.54,2.34,7.7,113.27,1.99,0.3499999999999943
2025-10-31T05:00:00+00:00,5,31,10,155.2,63.64,138.58,294.56,2.18,7.52,118.15,2.0,0.9799999999999898
2025-10-31T06:00:00+00:00,6,31,10,157.12,67.35,145.7,301.62,1.89,7.71,126.8,1.98,1.920000000000016
2025-10-31T07:00:00+00:00,7,31,10,159.94,72.81,154.94,311.76,1.55,8.19,137.94,1.89,2.819999999999993
2025-10-31T08:00:00+00:00,8,31,10,163.44,79.6,165.28,324.73,1.31,8.73,150.27,1.75,3.5
2025-10-31T09:00:00+00:00,9,31,10,166.98,86.44,175.45,339.55,1.22,9.46,162.83,1.57,3.539999999999992
2025-10-31T10:00:00+00:00,10,31,10,170.21,92.71,184.43,353.29,1.28,10.3,175.33,1.35,3.230000000000018
2025-10-31T11:00:00+00:00,11,31,10,172.65,97.43,191.22,363.62,1.47,10.95,185.94,1.12,2.4399999999999977
2025-10-31T12:00:00+00:00,12,31,10,173.95,99.95,194.63,367.03,1.72,11.48,192.63,0.86,1.299999999999983
2025-10-31T13:00:00+00:00,13,31,10,174.29,100.61,195.14,363.28,1.78,11.75,195.97,0.61,0.3400000000000034
2025-10-31T14:00:00+00:00,14,31,10,173.49,99.06,191.47,352.47,1.35,11.33,194.59,0.39,-0.799999999999983
2025-10-31T15:00:00+00:00,15,31,10,171.63,95.46,183.58,333.9,0.99,10.32,189.62,0.21,-1.8600000000000136
2025-10-31T16:00:00+00:00,16,31,10,169.23,90.81,172.87,313.9,0.78,9.0,182.92,0.09,-2.4000000000000057
2025-10-31T17:00:00+00:00,17,31,10,166.82,86.14,161.36,295.74,0.63,7.67,175.32,0.02,-2.4099999999999966
2025-10-31T18:00:00+00:00,18,31,10,164.45,81.55,149.8,279.56,0.52,6.51,167.56,0.0,-2.3700000000000045
2025-10-31T19:00:00+00:00,19,31,10,162.32,77.43,139.61,267.25,0.45,5.67,160.05,0.0,-2.1299999999999955
2025-10-31T20:00:00+00:00,20,31,10,160.49,73.88,131.59,259.55,0.44,5.22,153.25,0.0,-1.829999999999984
2025-10-31T21:00:00+00:00,21,31,10,159.03,71.06,126.23,256.4,0.46,5.12,147.65,0.0,-1.460000000000008
2025-10-31T22:00:00+00:00,22,31,10,157.88,68.83,122.72,254.65,0.47,5.16,143.03,0.0,-1.1500000000000057
2025-10-31T23:00:00+00:00,23,31,10,157.23,67.56,120.25,253.58,0.45,4.78,137.48,0.0,-0.6500000000000057
2025-11-01T00:00:00+00:00,0,1,11,157.0,67.12,119.29,260.4,0.49,4.49,133.12,0.0,-0.22999999999998977
2025-11-01T01:00:00+00:00,1,1,11,157.07,67.25,119.71,277.73,0.67,4.46,129.73,0.0,0.06999999999999318
2025-11-01T02:00:00+00:00,2,1,11,157.7,68.48,122.71,305.71,0.92,4.44,125.7,0.0,0.6299999999999955
2025-11-01T03:00:00+00:00,3,1,11,158.86,70.73,127.87,341.69,1.46,4.65,121.72,0.04,1.160000000000025
2025-11-01T04:00:00+00:00,4,1,11,160.68,74.25,135.1,389.08,2.0,5.01,118.9,0.21,1.8199999999999932
2025-11-01T05:00:00+00:00,5,1,11,162.81,78.37,141.67,423.72,2.02,5.18,122.02,0.32,2.1299999999999955
2025-11-01T06:00:00+00:00,6,1,11,165.03,82.67,146.67,434.7,1.6,5.16,130.26,0.31,2.219999999999999
2025-11-01T07:00:00+00:00,7,1,11,167.09,86.66,149.85,429.13,1.15,5.01,138.47,0.21,2.0600000000000023
2025-11-01T08:00:00+00:00,8,1,11,168.84,90.06,151.77,417.34,0.9,4.83,144.88,0.13,1.75
2025-11-01T09:00:00+00:00,9,1,11,170.25,92.79,152.94,405.93,0.81,4.75,149.91,0.11,1.4099999999999966
2025-11-01T10:00:00+00:00,10,1,11,170.73,93.72,152.59,389.31,0.79,4.69,154.07,0.07,0.47999999999998977
2025-11-01T11:00:00+00:00,11,1,11,169.67,91.65,149.23,361.95,0.79,4.55,155.02,0.01,-1.0600000000000023
2025-11-01T12:00:00+00:00,12,1,11,167.17,86.81,143.3,325.74,0.82,4.42,153.4,0.0,-2.5
2025-11-01T13:00:00+00:00,13,1,11,164.27,81.21,136.68,290.0,0.8,4.17,149.56,0.0,-2.8999999999999773
2025-11-01T14:00:00+00:00,14,1,11,161.73,76.29,131.03,261.95,0.58,3.42,141.81,0.0,-2.5400000000000205
2025-11-01T15:00:00+00:00,15,1,11,159.22,71.42,126.02,235.6,0.4,2.56,132.4,0.0,-2.509999999999991
2025-11-01T16:00:00+00:00,16,1,11,157.12,67.36,122.03,215.3,0.29,1.84,123.7,0.0,-2.0999999999999943
2025-11-01T17:00:00+00:00,17,1,11,155.72,64.65,119.5,202.31,0.22,1.34,117.52,0.0,-1.4000000000000057
2025-11-01T18:00:00+00:00,18,1,11,154.69,62.65,117.35,193.47,0.17,0.99,112.72,0.0,-1.0300000000000011
2025-11-01T19:00:00+00:00,19,1,11,153.87,61.05,115.15,187.54,0.14,0.77,108.86,0.0,-0.8199999999999932
2025-11-01T20:00:00+00:00,20,1,11,153.36,60.08,113.66,184.66,0.12,0.64,106.01,0.0,-0.5099999999999909
2025-11-01T21:00:00+00:00,21,1,11,153.1,59.56,112.83,183.23,0.11,0.56,103.69,0.0,-0.2600000000000193
2025-11-01T22:00:00+00:00,22,1,11,152.94,59.26,112.6,182.2,0.11,0.51,101.64,0.0,-0.1599999999999966
2025-11-01T23:00:00+00:00,23,1,11,152.81,59.01,112.83,181.42,0.1,0.48,100.07,0.0,-0.12999999999999545
2025-11-02T00:00:00+00:00,0,2,11,152.7,58.8,113.56,180.71,0.1,0.46,99.19,0.0,-0.11000000000001364
2025-11-02T01:00:00+00:00,1,2,11,152.5,58.4,113.66,180.29,0.1,0.44,98.92,0.0,-0.19999999999998863
2025-11-02T02:00:00+00:00,2,2,11,152.31,58.03,113.33,180.51,0.1,0.42,98.81,0.0,-0.18999999999999773
2025-11-02T03:00:00+00:00,3,2,11,152.1,57.63,112.87,181.19,0.13,0.39,98.97,0.0,-0.21000000000000796
2025-11-02T04:00:00+00:00,4,2,11,151.81,57.07,112.05,181.11,0.14,0.39,98.77,0.0,-0.28999999999999204
2025-11-02T05:00:00+00:00,5,2,11,151.59,56.65,111.6,181.32,0.15,0.42,98.96,0.0,-0.21999999999999886
2025-11-02T06:00:00+00:00,6,2,11,151.38,56.23,111.43,181.4,0.14,0.49,99.68,0.0,-0.21000000000000796
2025-11-02T07:00:00+00:00,7,2,11,151.01,55.51,110.67,179.69,0.12,0.52,99.92,0.0,-0.37000000000000455
2025-11-02T08:00:00+00:00,8,2,11,149.06,55.02,109.92,178.23,0.11,0.5,98.57,0.0,-1.9499999999999886
2025-11-02T09:00:00+00:00,9,2,11,147.98,54.58,109.5,176.55,0.11,0.46,97.12,0.0,-1.0800000000000125
2025-11-02T10:00:00+00:00,10,2,11,146.55,54.0,109.14,174.25,0.11,0.39,95.79,0.0,-1.4299999999999784
2025-11-02T11:00:00+00:00,11,2,11,143.52,52.77,107.77,170.22,0.11,0.29,94.13,0.0,-3.030000000000001
2025-11-02T12:00:00+00:00,12,2,11,139.26,51.04,105.24,165.09,0.12,0.23,93.5,0.0,-4.260000000000019
2025-11-02T13:00:00+00:00,13,2,11,135.0,49.31,102.17,160.68,0.12,0.19,93.89,0.0,-4.259999999999991
2025-11-02T14:00:00+00:00,14,2,11,132.12,48.14,99.99,157.92,0.11,0.17,93.24,0.0,-2.8799999999999955
2025-11-02T15:00:00+00:00,15,2,11,129.59,47.11,98.37,154.81,0.09,0.16,92.94,0.0,-2.530000000000001
2025-11-02T16:00:00+00:00,16,2,11,127.81,46.39,97.63,152.04,0.08,0.16,92.87,0.0,-1.7800000000000011
2025-11-02T17:00:00+00:00,17,2,11,127.47,46.25,98.75,149.33,0.07,0.18,92.52,0.0,-0.3400000000000034
2025-11-02T18:00:00+00:00,18,2,11,128.9,46.83,102.58,146.97,0.07,0.19,92.07,0.0,1.4300000000000068
2025-11-02T19:00:00+00:00,19,2,11,132.96,48.48,110.42,143.95,0.07,0.21,91.79,0.0,4.060000000000002
2025-11-02T20:00:00+00:00,20,2,11,140.59,51.58,123.2,141.21,0.07,0.22,91.97,0.0,7.6299999999999955
2025-11-02T21:00:00+00:00,21,2,11,151.29,56.06,141.15,138.95,0.07,0.23,92.36,0.0,10.699999999999989
2025-11-02T22:00:00+00:00,22,2,11,154.06,61.42,162.69,137.09,0.07,0.24,93.36,0.0,2.7700000000000102
2025-11-02T23:00:00+00:00,23,2,11,156.81,66.75,184.46,135.65,0.07,0.26,94.28,0.0,2.75
2025-11-03T00:00:00+00:00,0,3,11,159.04,71.08,203.06,134.79,0.07,0.27,94.87,0.0,2.2299999999999898
2025-11-03T00:00:00+00:00,0,3,11,159.04,71.08,203.06,134.79,0.07,0.27,94.87,0.0,0.0
2025-11-03T01:00:00+00:00,1,3,11,160.29,73.5,215.11,134.49,0.07,0.27,95.43,0.0,1.25
2025-11-03T02:00:00+00:00,2,3,11,160.64,74.17,220.6,134.24,0.07,0.27,96.28,0.0,0.3499999999999943
2025-11-03T03:00:00+00:00,3,3,11,160.45,73.8,222.05,134.03,0.09,0.28,97.09,0.0,-0.18999999999999773
2025-11-03T04:00:00+00:00,4,3,11,159.81,72.57,220.11,133.26,0.08,0.27,97.51,0.0,-0.6399999999999864
2025-11-03T05:00:00+00:00,5,3,11,158.95,70.89,216.76,132.47,0.07,0.28,98.07,0.0,-0.8600000000000136
2025-11-03T06:00:00+00:00,6,3,11,157.83,68.72,211.39,131.43,0.05,0.28,98.38,0.0,-1.1199999999999761
2025-11-03T07:00:00+00:00,7,3,11,156.35,65.87,203.9,129.99,0.05,0.29,98.67,0.0,-1.4800000000000182
2025-11-03T08:00:00+00:00,8,3,11,154.71,62.69,194.96,128.16,0.04,0.31,98.58,0.0,-1.6399999999999864
2025-11-03T09:00:00+00:00,9,3,11,153.18,59.72,186.15,126.66,0.04,0.33,98.16,0.0,-1.5300000000000011
2025-11-03T10:00:00+00:00,10,3,11,151.73,56.92,177.18,126.0,0.05,0.34,98.48,0.0,-1.450000000000017
2025-11-03T11:00:00+00:00,11,3,11,146.68,54.05,166.46,125.32,0.05,0.35,98.66,0.0,-5.049999999999983
2025-11-03T12:00:00+00:00,12,3,11,140.3,51.46,155.78,124.74,0.07,0.36,98.77,0.0,-6.3799999999999955
2025-11-03T13:00:00+00:00,13,3,11,135.45,49.49,146.71,124.56,0.09,0.38,99.32,0.0,-4.850000000000023
2025-11-03T14:00:00+00:00,14,3,11,131.41,47.85,138.69,124.44,0.09,0.39,99.88,0.0,-4.039999999999992
2025-11-03T15:00:00+00:00,15,3,11,128.16,46.53,132.21,124.14,0.09,0.42,100.68,0.0,-3.25
2025-11-03T16:00:00+00:00,16,3,11,125.43,45.42,126.83,123.48,0.08,0.45,101.82,0.0,-2.7299999999999898
2025-11-03T17:00:00+00:00,17,3,11,123.65,44.7,123.3,123.26,0.08,0.48,103.09,0.0,-1.7800000000000011
2025-11-03T18:00:00+00:00,18,3,11,123.04,44.45,121.66,123.16,0.08,0.52,104.23,0.0,-0.6099999999999994
2025-11-03T19:00:00+00:00,19,3,11,123.16,44.5,121.29,123.27,0.08,0.55,105.08,0.0,0.11999999999999034
2025-11-03T20:00:00+00:00,20,3,11,124.17,44.91,122.11,123.66,0.07,0.57,105.81,0.0,1.0100000000000051
2025-11-03T21:00:00+00:00,21,3,11,125.48,45.44,123.25,123.98,0.07,0.59,106.3,0.0,1.3100000000000023
2025-11-03T22:00:00+00:00,22,3,11,126.76,45.96,124.42,124.62,0.07,0.6,106.82,0.0,1.2800000000000011
2025-11-03T23:00:00+00:00,23,3,11,127.59,46.3,125.11,125.32,0.08,0.61,106.66,0.0,0.8299999999999983
2025-11-04T00:00:00+00:00,0,4,11,127.81,46.39,125.49,126.48,0.09,0.61,106.76,0.0,0.21999999999999886
2025-11-04T01:00:00+00:00,1,4,11,127.4,46.22,125.66,128.39,0.12,0.6,106.91,0.0,-0.4099999999999966
2025-11-04T02:00:00+00:00,2,4,11,125.99,45.65,124.89,130.64,0.15,0.59,106.79,0.0,-1.4100000000000108
2025-11-04T03:00:00+00:00,3,4,11,122.47,44.22,121.52,132.69,0.25,0.61,106.84,0.0,-3.519999999999996
2025-11-04T04:00:00+00:00,4,4,11,115.75,41.49,113.78,133.73,0.3,0.66,107.48,0.0,-6.719999999999999
2025-11-04T05:00:00+00:00,5,4,11,106.02,37.54,102.67,132.46,0.3,0.75,109.35,0.0,-9.730000000000004
2025-11-04T06:00:00+00:00,6,4,11,96.28,33.63,93.51,128.88,0.26,0.85,112.22,0.0,-9.739999999999995
2025-11-04T07:00:00+00:00,7,4,11,92.32,31.75,94.03,124.96,0.22,0.92,114.9,0.0,-3.960000000000008
2025-11-04T08:00:00+00:00,8,4,11,94.01,32.55,103.33,122.81,0.2,0.95,115.89,0.0,1.690000000000012
2025-11-04T09:00:00+00:00,9,4,11,99.81,35.31,119.19,122.49,0.2,0.96,116.19,0.0,5.799999999999997
2025-11-04T10:00:00+00:00,10,4,11,112.67,40.24,144.0,123.15,0.21,0.97,116.47,0.0,12.86
2025-11-04T11:00:00+00:00,11,4,11,130.3,47.4,178.22,123.29,0.24,0.97,116.58,0.0,17.63000000000001
2025-11-04T12:00:00+00:00,12,4,11,151.0,55.5,215.7,122.35,0.31,0.99,117.35,0.0,20.69999999999999
2025-11-04T13:00:00+00:00,13,4,11,154.25,61.79,245.32,120.45,0.39,1.05,119.09,0.0,3.25
2025-11-04T14:00:00+00:00,14,4,11,155.52,64.26,257.68,117.68,0.4,1.07,120.81,0.0,1.2700000000000102
2025-11-04T15:00:00+00:00,15,4,11,155.13,63.5,257.22,114.68,0.39,1.0,121.09,0.0,-0.3900000000000148
2025-11-04T16:00:00+00:00,16,4,11,154.03,61.36,252.57,111.94,0.37,0.85,119.82,0.01,-1.0999999999999943
2025-11-04T17:00:00+00:00,17,4,11,153.5,60.35,255.25,109.89,0.36,0.68,117.55,0.02,-0.5300000000000011
2025-11-04T18:00:00+00:00,18,4,11,154.29,61.88,270.65,108.46,0.36,0.55,115.3,0.03,0.789999999999992
2025-11-04T19:00:00+00:00,19,4,11,156.03,65.25,292.71,107.71,0.36,0.49,113.14,0.05,1.740000000000009
2025-11-04T20:00:00+00:00,20,4,11,157.13,67.37,305.17,107.29,0.36,0.51,111.69,0.08,1.0999999999999943
2025-11-04T21:00:00+00:00,21,4,11,156.36,65.89,296.51,107.05,0.36,0.63,110.46,0.12,-0.7699999999999818
2025-11-04T22:00:00+00:00,22,4,11,153.7,60.73,269.35,106.64,0.38,0.83,109.33,0.18,-2.660000000000025
2025-11-04T23:00:00+00:00,23,4,11,146.53,53.99,233.93,106.78,0.41,1.09,108.13,0.25,-7.1699999999999875
2025-11-05T00:00:00+00:00,0,5,11,129.42,47.04,197.79,107.74,0.49,1.63,106.58,0.37,-17.110000000000014
2025-11-05T01:00:00+00:00,1,5,11,114.69,41.06,167.67,112.25,0.72,2.74,104.45,0.55,-14.72999999999999
2025-11-05T02:00:00+00:00,2,5,11,106.1,37.57,150.01,125.12,1.27,4.23,101.87,0.82,-8.590000000000003
2025-11-05T03:00:00+00:00,3,5,11,102.55,36.13,141.06,146.26,2.38,5.6,99.55,1.17,-3.549999999999997
2025-11-05T04:00:00+00:00,4,5,11,101.05,35.52,134.07,171.68,2.98,6.6,99.51,1.54,-1.5
2025-11-05T05:00:00+00:00,5,5,11,102.21,35.99,128.31,196.48,3.03,7.11,105.28,1.87,1.1599999999999966
2025-11-05T06:00:00+00:00,6,5,11,108.34,38.48,125.22,216.56,2.51,7.07,116.6,2.11,6.13000000000001
2025-11-05T07:00:00+00:00,7,5,11,119.76,43.12,126.22,230.9,1.82,6.63,128.64,2.24,11.420000000000002
2025-11-05T08:00:00+00:00,8,5,11,134.24,49.0,130.28,244.2,1.35,6.05,138.55,2.35,14.480000000000004
2025-11-05T09:00:00+00:00,9,5,11,146.41,53.94,134.32,254.3,1.12,5.5,146.13,2.39,12.169999999999987
2025-11-05T10:00:00+00:00,10,5,11,151.79,57.03,136.93,259.84,1.06,5.06,151.99,2.33,5.3799999999999955
