datetime,hour,day,month,aqi,pm25,pm10,co,no2,so2,o3,nh3,aqi_change_rate
2025-06-01T00:00:00+00:00,0,1,6,92.22,31.7,119.02,82.56,0.08,0.44,57.6,0.0,0.0
2025-06-01T01:00:00+00:00,1,1,6,95.96,33.48,122.17,83.28,0.08,0.46,58.8,0.0,3.739999999999995
2025-06-01T02:00:00+00:00,2,1,6,101.59,35.74,125.89,84.3,0.09,0.47,61.13,0.0,5.63000000000001
2025-06-01T03:00:00+00:00,3,1,6,108.14,38.4,129.82,86.11,0.09,0.47,63.78,0.0,6.549999999999997
2025-06-01T04:00:00+00:00,4,1,6,114.42,40.95,133.41,87.57,0.08,0.47,65.87,0.0,6.280000000000001
2025-06-01T05:00:00+00:00,5,1,6,119.02,42.82,135.78,88.63,0.06,0.46,66.46,0.0,4.599999999999994
2025-06-01T06:00:00+00:00,6,1,6,121.29,43.74,137.14,88.74,0.05,0.45,65.47,0.0,2.2700000000000102
2025-06-01T07:00:00+00:00,7,1,6,121.51,43.83,137.85,88.25,0.05,0.44,63.44,0.0,0.21999999999999886
2025-06-01T08:00:00+00:00,8,1,6,120.4,43.38,137.58,87.26,0.04,0.44,60.59,0.0,-1.1099999999999994
2025-06-01T09:00:00+00:00,9,1,6,118.73,42.7,136.82,86.16,0.04,0.44,57.36,0.0,-1.6700000000000017
2025-06-01T10:00:00+00:00,10,1,6,117.25,42.1,136.16,85.04,0.04,0.44,54.26,0.0,-1.480000000000004
2025-06-01T11:00:00+00:00,11,1,6,115.01,41.19,134.25,83.49,0.05,0.44,51.3,0.0,-2.239999999999995
2025-06-01T12:00:00+00:00,12,1,6,112.23,40.06,132.76,82.32,0.05,0.45,49.76,0.0,-2.780000000000001
2025-06-01T13:00:00+00:00,13,1,6,109.37,38.9,132.88,81.73,0.06,0.45,49.91,0.0,-2.8599999999999994
2025-06-01T14:00:00+00:00,14,1,6,106.24,37.63,133.8,81.43,0.08,0.45,51.19,0.0,-3.1300000000000097
2025-06-01T15:00:00+00:00,15,1,6,103.17,36.38,133.84,81.17,0.09,0.45,52.43,0.0,-3.069999999999993
2025-06-01T16:00:00+00:00,16,1,6,99.64,35.23,132.81,80.82,0.08,0.47,52.92,0.0,-3.530000000000001
2025-06-01T17:00:00+00:00,17,1,6,97.69,34.3,131.27,80.4,0.08,0.49,52.9,0.0,-1.9500000000000028
2025-06-01T18:00:00+00:00,18,1,6,96.07,33.53,130.29,79.94,0.08,0.51,52.7,0.0,-1.6200000000000045
2025-06-01T19:00:00+00:00,19,1,6,94.68,32.87,129.77,79.23,0.09,0.53,52.27,0.0,-1.3899999999999864
2025-06-01T20:00:00+00:00,20,1,6,93.92,32.51,129.69,78.65,0.09,0.55,51.65,0.0,-0.7600000000000051
2025-06-01T21:00:00+00:00,21,1,6,93.8,32.45,129.32,78.52,0.09,0.57,51.01,0.0,-0.12000000000000455
2025-06-01T22:00:00+00:00,22,1,6,94.6,32.83,129.98,78.89,0.09,0.58,50.99,0.0,0.7999999999999972
2025-06-01T23:00:00+00:00,23,1,6,95.88,33.44,130.97,79.59,0.09,0.58,51.56,0.0,1.2800000000000011
2025-06-02T00:00:00+00:00,0,2,6,97.77,34.34,132.69,80.49,0.09,0.57,52.61,0.0,1.8900000000000006
2025-06-02T01:00:00+00:00,1,2,6,0.0,35.45,135.67,81.46,0.09,0.56,54.0,0.0,-97.77
2025-06-02T02:00:00+00:00,2,2,6,103.34,36.45,138.45,82.45,0.1,0.56,55.41,0.0,103.34
2025-06-02T03:00:00+00:00,3,2,6,105.48,37.32,140.99,83.44,0.09,0.55,57.06,0.0,2.1400000000000006
2025-06-02T04:00:00+00:00,4,2,6,107.53,38.15,143.63,84.43,0.08,0.54,58.63,0.0,2.049999999999997
2025-06-02T05:00:00+00:00,5,2,6,110.18,39.23,148.08,85.31,0.06,0.53,59.8,0.0,2.6500000000000057
2025-06-02T06:00:00+00:00,6,2,6,113.34,40.51,154.65,86.05,0.06,0.52,60.01,0.0,3.1599999999999966
2025-06-02T07:00:00+00:00,7,2,6,0.0,0.0,0.0,86.61,0.05,0.5,59.62,0.0,-113.34
2025-06-02T08:00:00+00:00,8,2,6,119.79,43.13,169.64,86.98,0.05,0.48,58.74,0.0,119.79
2025-06-02T09:00:00+00:00,9,2,6,122.37,44.18,175.24,87.18,0.05,0.46,57.96,0.0,2.5799999999999983
2025-06-02T10:00:00+00:00,10,2,6,124.93,45.22,180.9,87.67,0.05,0.45,57.92,0.0,2.5600000000000023
2025-06-02T11:00:00+00:00,11,2,6,126.44,45.83,184.17,88.13,0.05,0.44,58.16,0.0,1.509999999999991
2025-06-02T12:00:00+00:00,12,2,6,126.81,45.98,185.18,88.51,0.05,0.43,58.71,0.0,0.37000000000000455
2025-06-02T13:00:00+00:00,13,2,6,127.42,46.23,187.27,89.14,0.06,0.43,59.6,0.0,0.6099999999999994
2025-06-02T14:00:00+00:00,14,2,6,128.23,46.56,189.99,89.65,0.08,0.43,60.83,0.0,0.8099999999999881
2025-06-02T15:00:00+00:00,15,2,6,129.02,46.88,192.28,90.33,0.09,0.44,62.0,0.0,0.7900000000000205
2025-06-02T16:00:00+00:00,16,2,6,129.56,47.1,195.06,90.57,0.09,0.44,62.87,0.0,0.539999999999992
2025-06-02T17:00:00+00:00,17,2,6,129.96,47.26,197.24,90.73,0.09,0.44,63.17,0.0,0.4000000000000057
2025-06-02T18:00:00+00:00,18,2,6,129.98,47.27,197.84,90.61,0.08,0.44,63.3,0.0,0.01999999999998181
2025-06-02T19:00:00+00:00,19,2,6,129.56,47.1,198.63,90.54,0.08,0.43,63.71,0.0,-0.4199999999999875
2025-06-02T20:00:00+00:00,20,2,6,128.9,46.83,198.44,90.68,0.08,0.43,64.5,0.0,-0.6599999999999966
2025-06-02T21:00:00+00:00,21,2,6,128.41,46.63,199.88,91.03,0.07,0.42,65.73,0.0,-0.4900000000000091
2025-06-02T22:00:00+00:00,22,2,6,129.14,46.93,205.47,91.73,0.07,0.41,67.49,0.0,0.7299999999999898
2025-06-02T23:00:00+00:00,23,2,6,130.52,47.49,212.11,92.36,0.07,0.41,69.3,0.0,1.3800000000000239
2025-06-03T00:00:00+00:00,0,3,6,132.05,48.11,219.44,92.93,0.07,0.42,70.95,0.0,1.5300000000000011
2025-06-03T01:00:00+00:00,1,3,6,133.87,48.85,227.24,93.39,0.07,0.43,72.62,0.0,1.8199999999999932
2025-06-03T02:00:00+00:00,2,3,6,135.96,49.7,234.16,94.18,0.08,0.44,74.26,0.0,2.0900000000000034
2025-06-03T03:00:00+00:00,3,3,6,137.98,50.52,238.85,94.95,0.08,0.45,75.7,0.0,2.019999999999982
2025-06-03T04:00:00+00:00,4,3,6,139.44,51.11,240.26,95.51,0.07,0.46,76.77,0.0,1.460000000000008
2025-06-03T05:00:00+00:00,5,3,6,140.72,51.63,239.43,96.34,0.06,0.46,77.49,0.0,1.2800000000000011
2025-06-03T06:00:00+00:00,6,3,6,140.91,51.71,234.44,97.01,0.05,0.46,77.24,0.0,0.18999999999999773
2025-06-03T07:00:00+00:00,7,3,6,139.22,51.02,224.64,97.05,0.05,0.45,76.66,0.0,-1.6899999999999977
2025-06-03T08:00:00+00:00,8,3,6,135.62,49.56,211.8,96.26,0.05,0.44,75.38,0.0,-3.5999999999999943
2025-06-03T09:00:00+00:00,9,3,6,131.95,48.07,201.28,95.11,0.05,0.43,73.92,0.0,-3.670000000000016
2025-06-03T10:00:00+00:00,10,3,6,130.18,47.35,195.78,94.43,0.05,0.43,72.83,0.0,-1.7699999999999818
2025-06-03T11:00:00+00:00,11,3,6,130.35,47.42,196.51,93.86,0.05,0.43,72.03,0.0,0.1699999999999875
2025-06-03T12:00:00+00:00,12,3,6,133.58,48.73,205.71,93.7,0.05,0.44,71.5,0.0,3.230000000000018
2025-06-03T13:00:00+00:00,13,3,6,140.3,51.46,224.37,94.39,0.07,0.46,71.67,0.0,6.719999999999999
2025-06-03T14:00:00+00:00,14,3,6,149.11,55.04,250.65,95.18,0.08,0.47,72.02,0.0,8.810000000000002
2025-06-03T15:00:00+00:00,15,3,6,152.65,58.69,279.94,95.94,0.09,0.48,72.25,0.0,3.539999999999992
2025-06-03T16:00:00+00:00,16,3,6,153.85,61.02,304.83,95.83,0.09,0.49,71.7,0.0,1.1999999999999886
2025-06-03T17:00:00+00:00,17,3,6,154.09,61.49,319.93,95.07,0.09,0.49,70.78,0.0,0.2400000000000091
2025-06-03T18:00:00+00:00,18,3,6,153.33,60.02,322.47,93.62,0.09,0.5,69.63,0.0,-0.7599999999999909
2025-06-03T19:00:00+00:00,19,3,6,151.83,57.11,313.7,91.96,0.08,0.51,68.72,0.0,-1.5
2025-06-03T20:00:00+00:00,20,3,6,145.47,53.56,296.37,90.23,0.08,0.51,68.45,0.0,-6.360000000000014
2025-06-03T21:00:00+00:00,21,3,6,134.98,49.3,270.27,88.1,0.08,0.52,67.32,0.0,-10.490000000000009
2025-06-03T22:00:00+00:00,22,3,6,123.48,44.63,239.77,85.56,0.08,0.52,65.21,0.0,-11.499999999999986
2025-06-03T23:00:00+00:00,23,3,6,112.4,40.13,208.31,83.17,0.08,0.53,62.67,0.0,-11.079999999999998
2025-06-04T00:00:00+00:00,0,4,6,104.69,37.0,185.05,81.9,0.08,0.53,61.14,0.0,-7.710000000000008
2025-06-04T01:00:00+00:00,1,4,6,101.59,35.74,173.46,82.2,0.08,0.52,62.26,0.0,-3.0999999999999943
2025-06-04T02:00:00+00:00,2,4,6,101.71,35.79,170.03,83.64,0.09,0.5,65.26,0.0,0.11999999999999034
2025-06-04T03:00:00+00:00,3,4,6,101.52,35.71,167.55,84.44,0.08,0.48,66.83,0.0,-0.18999999999999773
2025-06-04T04:00:00+00:00,4,4,6,99.96,35.38,166.45,84.33,0.07,0.47,66.83,0.0,-1.5600000000000023
2025-06-04T05:00:00+00:00,5,4,6,99.71,35.26,167.79,83.97,0.06,0.46,66.28,0.0,-0.25
2025-06-04T06:00:00+00:00,6,4,6,99.14,34.99,168.48,83.56,0.05,0.44,65.31,0.0,-0.5699999999999932
2025-06-04T07:00:00+00:00,7,4,6,97.69,34.3,166.88,83.09,0.05,0.42,64.15,0.0,-1.4500000000000028
2025-06-04T08:00:00+00:00,8,4,6,95.16,33.1,162.01,82.32,0.04,0.4,62.25,0.0,-2.530000000000001
2025-06-04T09:00:00+00:00,9,4,6,91.78,31.49,154.41,81.17,0.04,0.38,59.62,0.0,-3.3799999999999955
2025-06-04T10:00:00+00:00,10,4,6,87.95,29.67,145.59,80.0,0.04,0.37,56.65,0.0,-3.8299999999999983
2025-06-04T11:00:00+00:00,11,4,6,83.72,27.66,135.85,78.49,0.04,0.37,53.79,0.0,-4.230000000000004
2025-06-04T12:00:00+00:00,12,4,6,79.96,25.87,126.94,77.27,0.05,0.38,51.65,0.0,-3.760000000000005
2025-06-04T13:00:00+00:00,13,4,6,77.08,24.5,120.04,76.89,0.05,0.39,50.83,0.0,-2.8799999999999955
2025-06-04T14:00:00+00:00,14,4,6,74.97,23.5,114.44,76.93,0.06,0.39,51.0,0.0,-2.1099999999999994
2025-06-04T15:00:00+00:00,15,4,6,73.54,22.82,109.88,77.23,0.07,0.39,51.73,0.0,-1.4299999999999926
2025-06-04T16:00:00+00:00,16,4,6,72.51,22.33,106.17,77.49,0.07,0.39,52.49,0.0,-1.0300000000000011
2025-06-04T17:00:00+00:00,17,4,6,71.99,22.08,103.22,77.69,0.07,0.39,53.08,0.0,-0.5200000000000102
2025-06-04T18:00:00+00:00,18,4,6,71.61,21.9,100.53,77.67,0.07,0.39,53.32,0.0,-0.37999999999999545
2025-06-04T19:00:00+00:00,19,4,6,71.21,21.71,97.79,77.39,0.07,0.39,53.33,0.0,-0.4000000000000057
2025-06-04T20:00:00+00:00,20,4,6,71.04,21.63,95.89,77.28,0.07,0.39,53.68,0.0,-0.1699999999999875
2025-06-04T21:00:00+00:00,21,4,6,71.15,21.68,94.77,77.43,0.07,0.39,54.39,0.0,0.10999999999999943
2025-06-04T22:00:00+00:00,22,4,6,71.55,21.87,94.52,77.7,0.07,0.39,55.37,0.0,0.3999999999999915
2025-06-04T23:00:00+00:00,23,4,6,72.09,22.13,94.84,78.11,0.07,0.39,56.45,0.0,0.5400000000000063
2025-06-05T00:00:00+00:00,0,5,6,72.66,22.4,95.52,78.28,0.07,0.39,57.03,0.0,0.5699999999999932
2025-06-05T01:00:00+00:00,1,5,6,72.7,22.42,95.18,78.54,0.07,0.38,57.38,0.0,0.04000000000000625
2025-06-05T02:00:00+00:00,2,5,6,72.11,22.14,93.37,78.65,0.08,0.37,57.47,0.0,-0.5900000000000034
2025-06-05T03:00:00+00:00,3,5,6,71.02,21.62,90.28,78.55,0.07,0.35,57.08,0.0,-1.0900000000000034
2025-06-05T04:00:00+00:00,4,5,6,69.32,20.81,86.25,78.05,0.06,0.33,55.9,0.0,-1.7000000000000028
2025-06-05T05:00:00+00:00,5,5,6,67.34,19.87,82.09,77.47,0.05,0.32,54.43,0.0,-1.9799999999999898
2025-06-05T06:00:00+00:00,6,5,6,65.03,18.77,77.92,76.91,0.05,0.3,52.97,0.0,-2.3100000000000023
2025-06-05T07:00:00+00:00,7,5,6,62.34,17.49,73.65,76.35,0.04,0.28,51.66,0.0,-2.6899999999999977
2025-06-05T08:00:00+00:00,8,5,6,59.48,16.13,69.49,75.79,0.04,0.26,50.57,0.0,-2.8600000000000065
2025-06-05T09:00:00+00:00,9,5,6,56.78,14.85,65.56,75.38,0.04,0.24,49.6,0.0,-2.6999999999999957
2025-06-05T10:00:00+00:00,10,5,6,54.3,13.67,61.88,75.16,0.03,0.23,48.91,0.0,-2.480000000000004
2025-06-05T11:00:00+00:00,11,5,6,52.11,12.63,58.47,74.81,0.03,0.22,48.24,0.0,-2.1899999999999977
2025-06-05T12:00:00+00:00,12,5,6,49.04,11.77,55.46,74.61,0.04,0.22,47.87,0.0,-3.0700000000000003
2025-06-05T13:00:00+00:00,13,5,6,45.96,11.03,52.78,74.57,0.04,0.22,47.8,0.0,-3.0799999999999983
2025-06-05T14:00:00+00:00,14,5,6,43.38,10.41,50.32,74.46,0.05,0.22,47.75,0.0,-2.5799999999999983
2025-06-05T15:00:00+00:00,15,5,6,41.12,9.87,48.1,74.4,0.06,0.21,47.67,0.0,-2.260000000000005
2025-06-05T16:00:00+00:00,16,5,6,39.21,9.41,46.09,74.25,0.06,0.21,47.64,0.0,-1.9099999999999966
2025-06-05T17:00:00+00:00,17,5,6,37.62,9.03,44.56,74.22,0.06,0.21,47.81,0.0,-1.5900000000000034
2025-06-05T18:00:00+00:00,18,5,6,36.38,8.73,43.37,74.36,0.05,0.21,48.14,0.0,-1.2399999999999949
2025-06-05T19:00:00+00:00,19,5,6,35.33,8.48,42.39,74.3,0.05,0.21,48.26,0.0,-1.0500000000000043
2025-06-05T20:00:00+00:00,20,5,6,34.75,8.34,41.96,74.4,0.05,0.21,48.51,0.0,-0.5799999999999983
2025-06-05T21:00:00+00:00,21,5,6,34.79,8.35,42.12,74.52,0.05,0.21,48.85,0.0,0.03999999999999915
2025-06-05T22:00:00+00:00,22,5,6,35.46,8.51,43.04,74.76,0.05,0.22,49.34,0.0,0.6700000000000017
2025-06-05T23:00:00+00:00,23,5,6,36.83,8.84,44.65,75.03,0.05,0.22,49.96,0.0,1.3699999999999974
2025-06-06T00:00:00+00:00,0,6,6,38.71,9.29,46.97,75.39,0.05,0.22,50.8,0.0,1.8800000000000026
2025-06-06T00:00:00+00:00,0,6,6,38.71,9.29,46.97,75.39,0.05,0.22,50.8,0.0,0.0
2025-06-06T01:00:00+00:00,1,6,6,41.0,9.84,49.76,76.01,0.05,0.22,51.95,0.0,2.289999999999999
2025-06-06T02:00:00+00:00,2,6,6,43.63,10.47,52.99,76.75,0.05,0.21,53.45,0.0,2.6300000000000026
2025-06-06T03:00:00+00:00,3,6,6,46.38,11.13,56.45,77.56,0.05,0.21,55.03,0.0,2.75
2025-06-06T04:00:00+00:00,4,6,6,48.75,11.7,59.51,78.27,0.04,0.21,56.21,0.0,2.3699999999999974
2025-06-06T05:00:00+00:00,5,6,6,51.15,12.17,61.97,78.8,0.04,0.2,56.74,0.0,2.3999999999999986
2025-06-06T06:00:00+00:00,6,6,6,51.86,12.51,63.87,79.24,0.03,0.2,56.64,0.0,0.7100000000000009
2025-06-06T07:00:00+00:00,7,6,6,52.28,12.71,64.83,79.54,0.03,0.19,56.01,0.0,0.4200000000000017
2025-06-06T08:00:00+00:00,8,6,6,52.43,12.78,65.15,79.8,0.03,0.18,54.9,0.0,0.14999999999999858
2025-06-06T09:00:00+00:00,9,6,6,52.43,12.78,65.1,79.78,0.03,0.17,53.51,0.0,0.0
2025-06-06T10:00:00+00:00,10,6,6,52.47,12.8,65.17,80.05,0.03,0.17,52.33,0.0,0.03999999999999915
2025-06-06T11:00:00+00:00,11,6,6,52.51,12.82,65.43,79.98,0.03,0.16,51.27,0.0,0.03999999999999915
2025-06-06T12:00:00+00:00,12,6,6,52.62,12.87,65.95,80.08,0.03,0.16,50.56,0.0,0.10999999999999943
2025-06-06T13:00:00+00:00,13,6,6,52.89,13.0,67.07,80.19,0.04,0.16,50.41,0.0,0.2700000000000031
2025-06-06T14:00:00+00:00,14,6,6,53.38,13.23,68.73,80.27,0.05,0.17,50.35,0.0,0.490000000000002
2025-06-06T15:00:00+00:00,15,6,6,54.01,13.53,71.02,80.22,0.06,0.17,50.46,0.0,0.6299999999999955
2025-06-06T16:00:00+00:00,16,6,6,54.74,13.88,73.47,80.26,0.06,0.17,50.72,0.0,0.730000000000004
2025-06-06T17:00:00+00:00,17,6,6,55.88,14.42,76.96,80.36,0.06,0.18,51.34,0.0,1.1400000000000006
2025-06-06T18:00:00+00:00,18,6,6,57.58,15.23,81.89,80.69,0.05,0.18,52.16,0.0,1.6999999999999957
2025-06-06T19:00:00+00:00,19,6,6,59.83,16.3,88.07,80.91,0.05,0.19,52.99,0.0,2.25
2025-06-06T20:00:00+00:00,20,6,6,62.38,17.51,94.68,81.27,0.05,0.19,53.86,0.0,2.5500000000000043
2025-06-06T21:00:00+00:00,21,6,6,64.96,18.74,101.0,81.54,0.05,0.19,54.81,0.0,2.579999999999991
2025-06-06T22:00:00+00:00,22,6,6,67.38,19.89,106.58,81.99,0.05,0.2,55.6,0.0,2.4200000000000017
2025-06-06T23:00:00+00:00,23,6,6,69.4,20.85,110.97,82.18,0.05,0.2,56.24,0.0,2.0200000000000102
2025-06-07T00:00:00+00:00,0,7,6,70.71,21.47,113.38,82.41,0.05,0.2,56.65,0.0,1.309999999999988
2025-06-07T01:00:00+00:00,1,7,6,71.17,21.69,113.67,82.19,0.05,0.2,56.89,0.0,0.46000000000000796
2025-06-07T02:00:00+00:00,2,7,6,71.04,21.63,112.64,82.25,0.05,0.2,56.95,0.0,-0.12999999999999545
2025-06-07T03:00:00+00:00,3,7,6,70.24,21.25,110.41,81.85,0.05,0.2,56.59,0.0,-0.8000000000000114
2025-06-07T04:00:00+00:00,4,7,6,68.83,20.58,106.89,81.13,0.04,0.2,55.63,0.0,-1.4099999999999966
2025-06-07T05:00:00+00:00,5,7,6,67.07,19.74,102.64,80.41,0.03,0.19,54.44,0.0,-1.7600000000000051
2025-06-07T06:00:00+00:00,6,7,6,65.05,18.78,97.71,79.77,0.03,0.19,52.91,0.0,-2.019999999999996
2025-06-07T07:00:00+00:00,7,7,6,62.9,17.76,92.53,79.19,0.03,0.19,51.16,0.0,-2.1499999999999986
2025-06-07T08:00:00+00:00,8,7,6,60.74,16.73,87.25,78.57,0.03,0.19,49.4,0.0,-2.1599999999999966
2025-06-07T09:00:00+00:00,9,7,6,58.78,15.8,82.37,78.03,0.03,0.19,47.81,0.0,-1.9600000000000009
2025-06-07T10:00:00+00:00,10,7,6,56.93,14.92,77.64,78.21,0.03,0.19,46.91,0.0,-1.8500000000000014
2025-06-07T11:00:00+00:00,11,7,6,55.08,14.04,72.65,78.21,0.03,0.19,46.52,0.0,-1.8500000000000014
2025-06-07T12:00:00+00:00,12,7,6,53.44,13.26,67.9,78.48,0.03,0.19,46.73,0.0,-1.6400000000000006
2025-06-07T13:00:00+00:00,13,7,6,52.07,12.61,63.6,78.98,0.04,0.2,47.47,0.0,-1.3699999999999974
2025-06-07T14:00:00+00:00,14,7,6,49.88,11.97,59.5,79.3,0.05,0.2,48.23,0.0,-2.1899999999999977
2025-06-07T15:00:00+00:00,15,7,6,47.08,11.3,55.46,79.43,0.06,0.2,48.89,0.0,-2.8000000000000043
2025-06-07T16:00:00+00:00,16,7,6,44.12,10.59,51.63,79.41,0.06,0.21,49.46,0.0,-2.960000000000001
2025-06-07T17:00:00+00:00,17,7,6,41.38,9.93,48.29,79.36,0.05,0.21,50.05,0.0,-2.739999999999995
2025-06-07T18:00:00+00:00,18,7,6,38.88,9.33,45.51,79.25,0.05,0.21,50.69,0.0,-2.5
2025-06-07T19:00:00+00:00,19,7,6,36.75,8.82,43.4,78.87,0.05,0.21,51.05,0.0,-2.1300000000000026
2025-06-07T20:00:00+00:00,20,7,6,35.63,8.55,42.56,78.57,0.05,0.22,51.54,0.0,-1.1199999999999974
2025-06-07T21:00:00+00:00,21,7,6,35.58,8.54,42.93,78.36,0.05,0.22,52.13,0.0,-0.05000000000000426
2025-06-07T22:00:00+00:00,22,7,6,36.75,8.82,44.59,78.45,0.05,0.22,53.06,0.0,1.1700000000000017
2025-06-07T23:00:00+00:00,23,7,6,38.67,9.28,46.93,78.68,0.05,0.22,54.08,0.0,1.9200000000000017
2025-06-08T00:00:00+00:00,0,8,6,41.08,9.86,49.52,79.07,0.05,0.21,55.31,0.0,2.4099999999999966
2025-06-08T01:00:00+00:00,1,8,6,43.54,10.45,52.1,79.53,0.04,0.2,56.54,0.0,2.460000000000001
2025-06-08T02:00:00+00:00,2,8,6,46.04,11.05,54.67,80.04,0.05,0.2,57.5,0.0,2.5
2025-06-08T03:00:00+00:00,3,8,6,48.33,11.6,57.13,80.26,0.05,0.2,58.14,0.0,2.289999999999999
2025-06-08T04:00:00+00:00,4,8,6,0.0,12.01,59.06,80.58,0.04,0.19,58.43,0.0,-48.33
2025-06-08T05:00:00+00:00,5,8,6,51.36,12.27,60.16,80.64,0.03,0.19,58.29,0.0,51.36
2025-06-08T06:00:00+00:00,6,8,6,51.59,12.38,60.32,80.68,0.03,0.19,57.71,0.0,0.23000000000000398
2025-06-08T07:00:00+00:00,7,8,6,51.5,12.34,59.6,80.6,0.03,0.18,56.78,0.0,-0.09000000000000341
2025-06-08T08:00:00+00:00,8,8,6,51.15,12.17,58.14,80.47,0.03,0.18,55.55,0.0,-0.3500000000000014
2025-06-08T09:00:00+00:00,9,8,6,49.63,11.91,56.22,80.33,0.03,0.18,54.36,0.0,-1.519999999999996
2025-06-08T10:00:00+00:00,10,8,6,48.29,11.59,54.12,80.41,0.03,0.19,53.57,0.0,-1.3400000000000034
2025-06-08T11:00:00+00:00,11,8,6,46.5,11.16,51.57,80.39,0.03,0.19,52.9,0.0,-1.7899999999999991
2025-06-08T12:00:00+00:00,12,8,6,44.29,10.63,48.77,80.29,0.03,0.19,52.39,0.0,-2.210000000000001
2025-06-08T13:00:00+00:00,13,8,6,41.96,10.07,46.02,80.33,0.04,0.2,52.19,0.0,-2.3299999999999983
2025-06-08T14:00:00+00:00,14,8,6,39.25,9.42,42.99,80.32,0.05,0.2,51.97,0.0,-2.710000000000001
2025-06-08T15:00:00+00:00,15,8,6,36.08,8.66,39.66,80.13,0.06,0.21,51.77,0.0,-3.1700000000000017
2025-06-08T16:00:00+00:00,16,8,6,32.75,7.86,36.17,79.98,0.06,0.21,51.36,0.0,-3.3299999999999983
2025-06-08T17:00:00+00:00,17,8,6,29.58,7.1,32.82,79.78,0.06,0.22,50.95,0.0,-3.1700000000000017
2025-06-08T18:00:00+00:00,18,8,6,26.71,6.41,29.72,79.73,0.06,0.22,50.44,0.0,-2.8699999999999974
2025-06-08T19:00:00+00:00,19,8,6,24.25,5.82,26.95,79.49,0.05,0.22,49.85,0.0,-2.460000000000001
2025-06-08T20:00:00+00:00,20,8,6,22.5,5.4,24.91,79.35,0.05,0.22,49.43,0.0,-1.75
2025-06-08T21:00:00+00:00,21,8,6,21.46,5.15,23.56,79.04,0.05,0.21,48.98,0.0,-1.0399999999999991
2025-06-08T22:00:00+00:00,22,8,6,20.92,5.02,22.67,78.64,0.05,0.21,48.42,0.0,-0.5399999999999991
2025-06-08T23:00:00+00:00,23,8,6,20.54,4.93,22.0,78.2,0.05,0.21,47.75,0.0,-0.38000000000000256
2025-06-09T00:00:00+00:00,0,9,6,20.21,4.85,21.35,77.4,0.05,0.21,46.93,0.0,-0.3299999999999983
2025-06-09T01:00:00+00:00,1,9,6,19.88,4.77,20.74,76.53,0.05,0.21,46.01,0.0,-0.33000000000000185
2025-06-09T02:00:00+00:00,2,9,6,19.54,4.69,20.15,75.72,0.05,0.2,45.13,0.0,-0.33999999999999986
2025-06-09T03:00:00+00:00,3,9,6,19.12,4.59,19.51,74.77,0.05,0.2,44.19,0.0,-0.41999999999999815
2025-06-09T04:00:00+00:00,4,9,6,18.62,4.47,18.84,73.77,0.04,0.2,43.2,0.0,-0.5
2025-06-09T05:00:00+00:00,5,9,6,18.12,4.35,18.16,72.84,0.03,0.19,42.08,0.0,-0.5
2025-06-09T06:00:00+00:00,6,9,6,17.67,4.24,17.52,72.05,0.03,0.19,40.72,0.0,-0.4499999999999993
2025-06-09T07:00:00+00:00,7,9,6,17.29,4.15,16.93,71.23,0.03,0.18,39.15,0.0,-0.38000000000000256
2025-06-09T08:00:00+00:00,8,9,6,17.08,4.1,16.55,70.55,0.03,0.18,37.6,0.0,-0.21000000000000085
2025-06-09T09:00:00+00:00,9,9,6,17.13,4.11,16.44,69.99,0.03,0.17,36.33,0.0,0.05000000000000071
2025-06-09T10:00:00+00:00,10,9,6,17.38,4.17,16.55,69.91,0.03,0.17,35.5,0.0,0.25
2025-06-09T11:00:00+00:00,11,9,6,17.63,4.23,16.64,69.89,0.03,0.17,35.0,0.0,0.25
2025-06-09T12:00:00+00:00,12,9,6,17.75,4.26,16.68,70.1,0.03,0.18,34.88,0.0,0.120000000000001
2025-06-09T13:00:00+00:00,13,9,6,17.71,4.25,16.67,70.44,0.04,0.18,35.16,0.0,-0.03999999999999915
2025-06-09T14:00:00+00:00,14,9,6,17.38,4.17,16.47,70.75,0.05,0.19,35.53,0.0,-0.33000000000000185
2025-06-09T15:00:00+00:00,15,9,6,16.96,4.07,16.19,71.17,0.06,0.19,35.94,0.0,-0.41999999999999815
2025-06-09T16:00:00+00:00,16,9,6,16.58,3.98,15.97,71.61,0.06,0.19,36.3,0.0,-0.38000000000000256
2025-06-09T17:00:00+00:00,17,9,6,16.38,3.93,15.92,72.13,0.06,0.2,36.86,0.0,-0.1999999999999993
2025-06-09T18:00:00+00:00,18,9,6,16.42,3.94,16.05,72.89,0.06,0.2,37.67,0.0,0.0400000000000027
2025-06-09T19:00:00+00:00,19,9,6,16.67,4.0,16.31,73.51,0.06,0.2,38.5,0.0,0.25
2025-06-09T20:00:00+00:00,20,9,6,17.08,4.1,16.76,74.11,0.06,0.2,39.4,0.0,0.4099999999999966
2025-06-09T21:00:00+00:00,21,9,6,17.75,4.26,17.38,74.65,0.06,0.2,40.21,0.0,0.6700000000000017
2025-06-09T22:00:00+00:00,22,9,6,18.71,4.49,18.26,75.17,0.06,0.21,41.09,0.0,0.9600000000000009
2025-06-09T23:00:00+00:00,23,9,6,19.88,4.77,19.22,75.89,0.05,0.21,42.24,0.0,1.1699999999999982
2025-06-10T00:00:00+00:00,0,10,6,21.17,5.08,20.21,76.47,0.05,0.2,43.44,0.01,1.2900000000000027
