hour,day,month,pm25,pm10,co,no2,so2,o3,nh3,aqi_change_rate
1.1078802394256988,1.0630413394922156,-0.9975446645776973,1.3053032386223529,1.578590064903452,1.756705959497092,0.36986890624234176,0.5271702857041389,1.213004206400473,-0.1346355967237808,0.08540176963188018
0.389611680081174,-1.470816926173826,0.8353299546843649,-0.7020158218693082,-0.7022176352437852,-0.8513478929061601,0.36986890624234176,-0.002063655922685269,-0.9015302355299454,-0.1346355967237808,-0.0461184399476347
-0.04134945552554082,0.842705838129951,-0.9975446645776973,0.8741158515415823,0.9243280176081765,0.4365200874937107,-0.6948251595838282,0.5271702857041389,0.4136239933104069,-0.1346355967237808,0.10383918218975491
0.10230425634336412,0.2918670847242899,-0.9975446645776973,-0.26691743808032153,-0.14492078617079845,0.6029572292517871,-1.0497231815258845,-0.07766850472651693,0.6499624910935573,-0.1346355967237808,-0.5808034041260336
-0.6159643030011606,0.18169933404315766,0.8353299546843649,0.18969142760385052,0.2605516397983963,-0.23892384701964806,-0.6948251595838282,0.14914604168497891,-0.927944538223356,-0.1346355967237808,-0.19853438375940724
-0.04134945552554082,0.9528735888110833,0.8353299546843649,-0.11732181399107477,-0.1775124289970792,-0.3003278410663162,-1.4046212034679413,-0.15327335353034902,-0.587339056124111,-0.1346355967237808,0.033777014469826006
-0.6159643030011606,0.18169933404315766,-0.9975446645776973,1.1967730799693697,0.8745296068301325,0.9342156181877634,-1.0497231815258845,-0.3800878999418453,0.3858194641594477,-0.1346355967237808,0.07802680460872782
1.6824950869013184,-1.5809846768549582,2.668204573946427,-0.3774030950874127,-0.42792151083626717,-0.7883280042793156,0.014970884300285292,-0.2288782023341811,-0.49280365701085105,-0.1346355967237808,-0.3681585792918657
1.1078802394256988,-0.2589716686813713,0.8353299546843649,-0.5465537027177375,-0.489663442898476,0.2070630571087899,0.014970884300285292,-0.3044830511380132,-0.7986534776713975,-0.1346355967237808,0.03746449698140304
1.1078802394256988,1.3935445915356124,-0.9975446645776973,-1.5868788271030896,-1.9394854672576238,-0.6138113896203622,0.7247669281843987,-2.0433945736261494,0.1355787018008187,-0.1346355967237808,0.21569281837420093
-0.3286568792633507,0.7325380874488189,0.8353299546843649,-1.033472792890581,-1.08886383274811,-0.9450697785563386,-1.4046212034679413,-1.2117412367839975,-0.49558410992594637,-0.1346355967237808,-0.09897235594687945
-1.1905791504767804,0.9528735888110833,0.8353299546843649,-0.4556230292517246,-0.4993802059771188,0.10202990939738167,0.014970884300285292,-0.15327335353034902,-0.06878458745872845,-0.1346355967237808,-0.27842983817687145
-1.621540286083495,0.4020348354054221,0.8353299546843649,-0.463445022668156,-0.6370343495912237,0.34764588558405884,0.36986890624234176,-0.6069024463533411,-0.8778963857516302,-0.1346355967237808,0.09154757381783667
1.6824950869013184,-0.03863616731910683,0.8353299546843649,0.4038184973786552,0.4222952585449699,0.09556633107668097,0.7247669281843987,0.4515654369003068,-0.9209934059356166,-0.1346355967237808,0.26240093018748745
-0.6159643030011606,1.2833768408544801,-0.9975446645776973,1.71302464545383,1.0235199740359877,1.585421133998489,1.4345629720685116,-1.0605315391763332,0.6791572467020641,3.8354726091067315,0.14808897232865673
1.1078802394256988,0.842705838129951,-0.9975446645776973,0.7372309667540354,0.6763481265386491,-0.07733438900209838,1.4345629720685116,1.2076139249386268,-0.11744251347290659,-0.1346355967237808,0.22060946172296855
1.3951876631635085,0.4020348354054221,0.8353299546843649,-0.9679635980279695,-0.9194277765642775,1.9021364717128852,0.7247669281843987,-0.2288782023341811,-0.9807731436101781,-0.1346355967237808,-0.012931097343458759
-1.1905791504767804,-0.03863616731910683,0.8353299546843649,0.08213901812792151,0.07613557386832323,0.34926178016423287,1.0796649501264552,0.602775134507971,-0.8153361951619724,-0.1346355967237808,-0.030139349064142906
1.6824950869013184,0.9528735888110833,0.8353299546843649,0.31288782391264236,0.028361488731663248,-0.2954801573257895,0.36986890624234176,0.3003557392926431,-0.7333128341666444,-0.1346355967237808,-0.09528487343530416
0.10230425634336412,-0.47930717004363577,-0.9975446645776973,-1.4539049390237586,-1.426521349730944,0.09879812023703131,-1.4046212034679413,-1.0605315391763332,-0.997455861100753,-0.1346355967237808,-0.060868369993935884
-0.47231059113225565,-0.14880391800023907,-0.9975446645776973,-0.2620286921950523,-0.18297810822881563,-0.08056617816244874,-0.6948251595838282,0.5271702857041389,-0.25785538568524835,-0.1346355967237808,-0.0018686498087346168
0.24595796821226906,0.0715315833620254,0.8353299546843649,-0.05670136501373275,0.011762018472315425,-0.5362484497719378,-0.6948251595838282,-0.07766850472651693,-1.477083988954793,-0.1346355967237808,-0.05963920915674353
