hour,day,month,pm25,pm10,co,no2,so2,o3,nh3,aqi_change_rate
13,18,6,19.98,90.31,82.62,0.05,0.39,55.55,0.0,-4.310000000000002
21,23,6,33.1,142.7,77.82,0.12,0.56,49.31,0.0,0.3299999999999983
14,25,6,37.01,167.12,88.73,0.11,0.52,60.45,0.0,-0.1500000000000056
9,8,7,32.56,136.61,74.16,0.05,0.46,46.73,0.0,-4.289999999999992
22,8,7,30.54,151.89,72.43,0.12,0.57,47.57,0.0,1.5799999999999983
2,21,7,26.5,106.63,71.68,0.09,0.38,46.75,0.0,-2.319999999999993
17,21,7,17.47,72.37,74.43,0.07,0.3,49.63,0.0,-0.8200000000000003
10,26,7,24.65,91.48,71.2,0.04,0.4,49.36,0.0,-0.4899999999999949
10,10,6,7.25,27.77,76.76,0.03,0.2,40.43,0.0,1.4600000000000009
21,30,6,19.88,93.89,69.34,0.13,0.46,40.31,0.0,-1.5799999999999983
21,4,7,31.42,130.76,78.07,0.1,0.41,52.73,0.0,-0.9900000000000092
22,11,7,14.76,61.99,76.08,0.08,0.3,43.57,0.0,0.3700000000000045
9,16,7,26.46,114.85,74.67,0.05,0.39,39.14,0.0,-1.9500000000000028
18,3,6,60.02,322.47,93.62,0.09,0.5,69.63,0.0,-0.7599999999999909
6,17,6,36.81,151.42,83.57,0.06,0.37,53.22,0.0,0.6700000000000017
23,24,6,41.78,154.26,89.61,0.09,0.61,65.36,0.0,2.289999999999992
8,12,7,18.6,76.78,72.48,0.06,0.34,38.37,0.0,-0.269999999999996
18,9,6,3.94,16.05,72.89,0.06,0.2,37.67,0.0,0.0400000000000027
7,19,7,22.21,77.68,77.65,0.06,0.33,41.06,0.0,0.1700000000000017
19,18,7,19.44,81.37,78.91,0.09,0.29,42.04,0.0,0.0
4,23,6,34.29,151.06,79.95,0.09,0.51,53.88,0.0,0.6800000000000068
23,30,6,18.65,80.07,69.78,0.12,0.43,42.58,0.0,-1.1600000000000108
16,28,6,7.82,10.55,76.0,0.1,0.13,55.86,0.0,-1.0900000000000034
13,4,6,24.5,120.04,76.89,0.05,0.39,50.83,0.0,-2.8799999999999955
6,27,7,27.33,137.98,68.54,0.07,0.56,49.53,0.0,-3.1299999999999955
6,12,6,10.25,40.19,75.97,0.05,0.32,41.13,0.01,-0.3299999999999983
7,9,7,32.38,168.78,74.22,0.06,0.5,46.45,0.0,1.0100000000000051
15,28,6,8.08,11.34,76.5,0.1,0.14,57.35,0.0,-1.5399999999999991
7,27,7,25.94,132.05,69.34,0.06,0.53,50.35,0.0,-2.9200000000000017
1,27,6,52.87,302.11,83.05,0.13,0.46,51.97,0.02,-3.030000000000001
11,15,7,23.26,104.79,79.41,0.06,0.39,43.32,0.0,-0.7399999999999949
15,30,7,41.51,172.21,72.5,0.11,0.7,48.8,0.0,5.420000000000002
15,12,7,13.96,55.89,76.13,0.08,0.27,40.86,0.0,-1.3300000000000054
7,12,6,10.11,39.73,76.27,0.04,0.31,41.09,0.01,-0.5900000000000034
4,1,7,16.61,72.33,71.24,0.09,0.38,47.42,0.0,0.0599999999999951
0,16,6,27.03,123.09,81.49,0.08,0.38,57.98,0.0,0.0
17,26,6,38.86,175.01,84.0,0.12,0.39,54.51,0.0,-1.8700000000000043
2,1,6,35.74,125.89,84.3,0.09,0.47,61.13,0.0,5.63000000000001
6,1,6,43.74,137.14,88.74,0.05,0.45,65.47,0.0,2.2700000000000102
21,13,6,18.74,81.34,76.4,0.1,0.51,43.3,0.0,1.4499999999999955
17,28,6,7.93,10.48,75.46,0.1,0.13,54.02,0.0,0.4600000000000008
6,10,7,24.55,114.37,74.19,0.07,0.52,46.34,0.0,-0.9299999999999926
13,1,8,20.99,80.14,81.77,0.07,0.39,45.04,0.0,1.0600000000000025
22,9,6,4.49,18.26,75.17,0.06,0.21,41.09,0.0,0.9600000000000009
14,29,6,10.97,16.76,109.6,0.09,0.16,75.48,0.0,1.0799999999999983
3,2,6,37.32,140.99,83.44,0.09,0.55,57.06,0.0,2.140000000000001
0,16,7,29.66,131.37,77.61,0.1,0.46,42.13,0.0,1.6200000000000043
19,17,7,20.27,93.48,79.19,0.08,0.34,41.77,0.0,-0.8599999999999994
15,19,7,16.02,62.77,82.66,0.09,0.33,42.51,0.0,-3.4099999999999966
9,27,6,44.93,181.95,87.94,0.11,0.24,54.29,0.19,3.299999999999997
9,2,7,16.89,72.77,71.42,0.05,0.41,43.09,0.0,0.0600000000000022
14,5,7,38.32,150.31,84.99,0.1,0.42,62.66,0.0,-7.960000000000008
19,26,6,39.72,197.32,83.12,0.12,0.41,52.94,0.0,2.1700000000000017
12,6,7,29.56,144.67,72.19,0.08,0.6,48.84,0.0,1.3299999999999983
14,11,6,9.65,36.04,77.82,0.06,0.29,41.5,0.0,-0.5399999999999991
1,2,6,35.45,135.67,81.46,0.09,0.56,54.0,0.0,-97.77
22,14,6,20.98,93.07,75.99,0.12,0.54,45.35,0.0,0.75
16,24,6,34.07,142.48,81.83,0.1,0.54,51.41,0.0,1.2999999999999972
23,2,6,47.49,212.11,92.36,0.07,0.41,69.3,0.0,1.380000000000024
10,5,6,13.67,61.88,75.16,0.03,0.23,48.91,0.0,-2.480000000000004
11,15,6,25.32,105.66,77.41,0.07,0.48,45.87,0.0,1.009999999999991
7,3,6,51.02,224.64,97.05,0.05,0.45,76.66,0.0,-1.6899999999999975
19,4,7,32.59,127.94,79.78,0.1,0.37,53.32,0.0,-0.4799999999999897
20,9,6,4.1,16.76,74.11,0.06,0.2,39.4,0.0,0.4099999999999966
0,6,6,9.29,46.97,75.39,0.05,0.22,50.8,0.0,1.8800000000000023
8,7,7,35.8,174.4,73.87,0.08,0.51,55.48,0.0,-1.1600000000000108
17,1,7,21.22,94.19,73.27,0.11,0.41,43.76,0.0,-0.7599999999999909
0,4,6,37.0,185.05,81.9,0.08,0.53,61.14,0.0,-7.710000000000008
14,3,7,19.71,80.63,70.76,0.11,0.35,42.53,0.0,0.7099999999999937
10,13,7,20.77,80.29,78.74,0.05,0.28,39.54,0.0,1.2600000000000051
21,2,6,46.63,199.88,91.03,0.07,0.42,65.73,0.0,-0.4900000000000091
23,29,7,31.97,153.18,67.18,0.1,0.72,45.12,0.0,0.0700000000000073
15,22,6,29.05,136.01,77.24,0.1,0.51,49.62,0.0,-0.769999999999996
6,21,7,22.48,79.6,73.05,0.07,0.31,48.45,0.0,-2.75
1,4,7,24.07,85.36,71.64,0.1,0.35,43.04,0.08,1.6599999999999966
2,7,7,36.63,167.5,72.2,0.12,0.6,55.67,0.0,-1.3799999999999957
20,9,7,31.43,133.89,76.29,0.11,0.56,46.87,0.0,0.2100000000000079
1,23,6,34.48,150.57,78.78,0.09,0.5,51.4,0.0,0.0699999999999931
8,18,7,21.55,85.41,78.85,0.05,0.25,41.0,0.0,-0.3999999999999915
23,25,6,41.6,205.96,91.01,0.07,0.43,62.19,0.0,4.429999999999993
6,20,6,27.3,119.29,78.54,0.06,0.48,52.98,0.0,-0.4200000000000017
2,5,7,28.25,106.61,74.83,0.1,0.37,53.19,0.0,1.009999999999991
7,24,7,21.57,88.52,76.98,0.04,0.35,48.59,0.0,1.460000000000008
11,3,7,18.62,79.83,70.62,0.09,0.34,41.61,0.0,1.1099999999999923
15,10,7,24.05,115.37,75.06,0.1,0.49,43.2,0.0,-0.7400000000000091
12,3,6,48.73,205.71,93.7,0.05,0.44,71.5,0.0,3.230000000000018
18,16,7,25.34,112.45,75.95,0.09,0.44,40.69,0.0,0.960000000000008
20,4,6,21.63,95.89,77.28,0.07,0.39,53.68,0.0,-0.1699999999999875
13,28,6,8.82,12.97,78.78,0.09,0.15,61.57,0.01,-1.1700000000000017
19,3,7,19.41,75.39,72.54,0.1,0.36,43.98,0.0,-0.4699999999999988
1,9,6,4.77,20.74,76.53,0.05,0.21,46.01,0.0,-0.3300000000000018
14,12,6,8.54,37.54,74.51,0.06,0.35,37.71,0.0,-0.0500000000000042
18,29,6,10.72,22.6,81.32,0.1,0.25,66.61,0.0,-0.2100000000000008
21,15,6,26.21,118.11,80.23,0.09,0.39,54.3,0.0,0.4600000000000079
11,22,6,30.37,142.83,80.69,0.08,0.46,56.88,0.0,-0.2800000000000011
8,22,7,14.66,55.85,72.02,0.04,0.25,47.1,0.0,-0.6799999999999997
3,31,7,31.11,147.71,71.2,0.1,0.63,47.36,0.0,-1.259999999999991
13,8,6,10.07,46.02,80.33,0.04,0.2,52.19,0.0,-2.3299999999999983
18,13,7,19.11,82.56,78.78,0.08,0.36,42.44,0.0,0.6099999999999994
14,5,6,10.41,50.32,74.46,0.05,0.22,47.75,0.0,-2.5799999999999983
18,2,6,47.27,197.84,90.61,0.08,0.44,63.3,0.0,0.0199999999999818
6,9,7,31.9,163.77,73.88,0.07,0.51,47.03,0.0,0.3200000000000074
11,9,6,4.23,16.64,69.89,0.03,0.17,35.0,0.0,0.25
6,17,7,27.55,121.14,76.93,0.07,0.43,43.44,0.0,-1.6800000000000068
4,3,6,51.11,240.26,95.51,0.07,0.46,76.77,0.0,1.460000000000008
13,23,6,33.41,148.13,82.81,0.08,0.48,55.7,0.0,-0.960000000000008
19,25,7,29.38,107.94,75.67,0.09,0.47,53.17,0.0,3.260000000000005
10,8,7,30.41,126.95,73.07,0.06,0.47,45.17,0.0,-4.519999999999996
14,13,7,19.15,81.71,79.08,0.08,0.31,40.55,0.0,-1.1500000000000057
16,15,7,23.24,105.33,77.7,0.09,0.45,43.75,0.0,0.5100000000000051
14,8,6,9.42,42.99,80.32,0.05,0.2,51.97,0.0,-2.710000000000001
16,6,6,13.88,73.47,80.26,0.06,0.17,50.72,0.0,0.730000000000004
14,11,7,14.11,62.25,74.38,0.08,0.32,42.21,0.0,0.4399999999999977
8,4,6,33.1,162.01,82.32,0.04,0.4,62.25,0.0,-2.530000000000001
12,21,7,17.6,67.69,73.41,0.05,0.27,47.04,0.0,-0.3299999999999983
9,5,6,14.85,65.56,75.38,0.04,0.24,49.6,0.0,-2.699999999999996
9,23,6,33.41,151.11,79.65,0.06,0.5,51.55,0.0,-1.1300000000000097
4,1,8,21.53,88.63,76.17,0.09,0.45,47.3,0.0,-3.719999999999999
21,20,6,29.43,125.36,79.73,0.09,0.52,52.92,0.0,1.1599999999999966
20,7,6,8.55,42.56,78.57,0.05,0.22,51.54,0.0,-1.1199999999999974
6,11,6,10.71,41.44,79.16,0.04,0.24,49.54,0.0,-0.6199999999999974
17,13,6,15.91,73.45,74.82,0.09,0.5,41.37,0.0,0.9399999999999976
11,19,6,19.82,89.88,76.57,0.05,0.46,47.39,0.0,-0.5200000000000102
4,2,7,16.61,68.9,72.63,0.09,0.42,46.52,0.0,-0.970000000000006
20,14,6,20.48,91.06,75.64,0.11,0.5,44.0,0.0,-0.3799999999999954
1,5,6,22.42,95.18,78.54,0.07,0.38,57.38,0.0,0.0400000000000062
14,15,7,22.93,104.29,76.34,0.09,0.44,42.5,0.0,-0.0600000000000022
11,1,7,19.66,93.18,71.26,0.06,0.41,42.65,0.0,1.980000000000004
0,6,7,37.51,150.24,72.12,0.12,0.61,52.23,0.0,2.019999999999996
1,22,7,16.52,71.03,73.12,0.07,0.3,50.9,0.0,-1.4000000000000057
6,5,6,18.77,77.92,76.91,0.05,0.3,52.97,0.0,-2.3100000000000023
23,18,6,21.82,96.6,78.3,0.08,0.45,49.85,0.0,-0.9900000000000092
2,4,6,35.79,170.03,83.64,0.09,0.5,65.26,0.0,0.1199999999999903
21,26,7,37.68,179.43,70.77,0.09,0.63,50.8,0.0,-1.769999999999996
15,7,7,31.56,133.62,76.34,0.1,0.44,52.99,0.0,-0.1700000000000017
16,27,7,35.36,180.31,73.33,0.1,0.56,50.14,0.0,2.0
12,13,6,15.29,67.55,74.68,0.06,0.44,39.89,0.0,-0.2899999999999991
16,23,7,14.9,63.5,75.71,0.08,0.42,46.38,0.0,-0.7800000000000011
23,21,7,17.57,75.31,73.79,0.08,0.32,51.05,0.0,-0.5300000000000011
12,2,7,17.79,76.25,71.14,0.06,0.43,41.09,0.0,0.6599999999999966
7,1,7,17.11,81.11,71.67,0.06,0.38,46.63,0.0,0.1499999999999985
1,17,6,36.0,159.2,81.63,0.08,0.4,51.29,0.0,-0.0999999999999943
18,10,6,12.05,47.55,78.72,0.06,0.24,43.85,0.0,-49.0
5,23,7,15.84,59.45,81.47,0.06,0.32,51.34,0.0,1.0799999999999983
1,12,6,9.65,38.63,74.47,0.06,0.33,40.96,0.0,1.3299999999999983
15,13,6,15.2,69.7,74.48,0.09,0.48,40.76,0.0,0.2100000000000008
21,5,6,8.35,42.12,74.52,0.05,0.21,48.85,0.0,0.0399999999999991
11,21,7,17.76,66.56,73.25,0.04,0.27,46.96,0.0,-0.9699999999999988
20,28,6,9.1,11.66,73.37,0.1,0.14,48.47,0.0,2.3800000000000026
7,11,6,10.56,40.4,79.44,0.03,0.24,48.74,0.0,-0.6300000000000026
11,16,7,25.05,109.88,73.93,0.05,0.4,37.96,0.0,-1.4099999999999966
21,15,7,26.96,118.37,78.81,0.1,0.48,42.99,0.0,2.019999999999996
23,3,6,40.13,208.31,83.17,0.08,0.53,62.67,0.0,-11.079999999999998
22,4,6,21.87,94.52,77.7,0.07,0.39,55.37,0.0,0.3999999999999915
2,24,7,21.26,88.89,78.25,0.08,0.41,48.02,0.0,-4.099999999999994
9,2,6,44.18,175.24,87.18,0.05,0.46,57.96,0.0,2.5799999999999983
19,16,7,25.9,114.49,76.33,0.09,0.44,41.07,0.0,1.1799999999999926
13,19,6,19.19,84.58,78.09,0.06,0.45,48.94,0.0,-0.7199999999999989
10,19,6,20.07,91.7,76.11,0.04,0.46,47.51,0.0,-0.1499999999999914
21,2,7,18.58,82.03,71.86,0.1,0.39,41.77,0.0,0.3799999999999954
15,30,6,21.81,101.43,70.74,0.1,0.48,40.47,0.0,-0.480000000000004
0,31,7,31.43,143.89,70.93,0.11,0.67,45.46,0.0,-3.530000000000001
4,29,7,23.1,115.42,70.58,0.07,0.64,49.85,0.0,0.6099999999999994
1,16,7,30.2,133.99,76.79,0.1,0.46,41.73,0.0,1.1299999999999957
1,14,7,22.18,88.2,82.19,0.07,0.37,48.46,0.0,2.1500000000000057
5,4,6,35.26,167.79,83.97,0.06,0.46,66.28,0.0,-0.25
12,4,6,25.87,126.94,77.27,0.05,0.38,51.65,0.0,-3.760000000000005
22,5,7,35.14,131.67,71.62,0.13,0.6,50.79,0.0,4.730000000000004
10,4,6,29.67,145.59,80.0,0.04,0.37,56.65,0.0,-3.8299999999999983
22,19,6,26.93,111.33,77.01,0.1,0.5,48.97,0.0,0.3599999999999994
12,28,7,28.97,146.99,69.78,0.08,0.6,45.34,0.0,2.0799999999999983
23,28,6,9.99,12.32,73.56,0.1,0.16,47.46,0.0,-0.0399999999999991
4,30,7,31.46,156.34,68.97,0.09,0.71,49.15,0.0,-0.0500000000000113
19,15,7,25.14,110.86,79.66,0.1,0.48,43.99,0.0,1.5700000000000074
1,19,6,21.16,95.83,76.91,0.08,0.46,49.37,0.0,-0.7199999999999989
20,2,7,18.4,80.89,72.27,0.1,0.38,42.19,0.0,0.7199999999999989
15,27,6,30.74,70.5,90.29,0.23,0.45,60.18,0.73,-6.200000000000003
5,10,7,24.99,115.18,74.42,0.08,0.53,46.68,0.0,-1.3900000000000006
21,8,7,29.79,137.7,72.65,0.13,0.55,48.03,0.0,1.9500000000000028
18,20,7,22.84,102.76,76.34,0.1,0.4,47.84,0.0,1.980000000000004
17,17,6,33.04,147.83,82.48,0.08,0.41,48.06,0.0,-1.2199999999999989
9,25,7,26.03,110.77,76.63,0.04,0.39,48.22,0.0,0.4400000000000119
1,10,7,28.45,129.0,75.97,0.1,0.54,47.86,0.0,-2.1500000000000057
5,18,7,21.47,88.28,80.96,0.06,0.26,43.88,0.0,-0.0200000000000102
8,5,6,16.13,69.49,75.79,0.04,0.26,50.57,0.0,-2.8600000000000065
4,26,6,48.41,221.79,91.94,0.09,0.39,64.34,0.0,1.4499999999999886
19,5,7,28.92,98.07,71.65,0.13,0.55,49.64,0.0,0.8200000000000074
11,29,6,11.82,15.83,126.22,0.05,0.13,72.13,0.0,-2.3599999999999994
12,1,8,20.49,74.71,81.03,0.06,0.38,45.04,0.0,0.5799999999999983
23,9,7,30.42,131.53,75.82,0.11,0.55,46.98,0.0,-1.3900000000000006
14,3,6,55.04,250.65,95.18,0.08,0.47,72.02,0.0,8.810000000000002
15,12,6,8.55,37.69,74.56,0.06,0.35,38.65,0.0,0.0500000000000042
4,3,7,17.62,68.87,73.15,0.11,0.34,42.78,0.0,-0.0799999999999983
6,13,7,17.43,64.4,82.59,0.06,0.25,43.32,0.0,1.4699999999999989
21,10,6,12.29,49.07,77.96,0.06,0.25,44.93,0.0,0.0399999999999991
6,10,6,6.28,23.77,76.34,0.03,0.2,42.61,0.0,0.6700000000000017
0,7,6,21.47,113.38,82.41,0.05,0.2,56.65,0.0,1.309999999999988
7,29,7,24.41,121.39,71.11,0.05,0.64,48.37,0.0,1.3900000000000006
10,16,6,30.43,137.89,82.37,0.05,0.22,52.57,0.0,1.0699999999999932
2,2,8,18.47,69.11,74.93,0.08,0.34,49.47,0.0,-0.8999999999999915
22,5,6,8.51,43.04,74.76,0.05,0.22,49.34,0.0,0.6700000000000017
15,22,7,13.33,43.57,73.31,0.07,0.26,42.49,0.0,0.7000000000000028
8,11,6,10.43,39.41,79.52,0.03,0.24,47.45,0.0,-0.5399999999999991
4,31,7,30.38,144.31,70.85,0.1,0.61,47.65,0.0,-1.5400000000000065
0,22,7,17.19,75.48,73.42,0.07,0.31,50.98,0.0,-0.7999999999999972
5,19,7,21.89,77.29,78.64,0.09,0.35,41.79,0.0,0.5900000000000034
9,1,6,42.7,136.82,86.16,0.04,0.44,57.36,0.0,-1.6700000000000017
14,19,6,19.07,83.14,78.69,0.07,0.46,49.29,0.0,-0.25
22,7,7,41.73,167.13,82.94,0.1,0.58,56.6,0.0,2.0400000000000063
7,30,6,24.75,120.24,66.82,0.08,0.62,37.32,0.0,0.5899999999999892
13,11,6,9.78,36.23,78.17,0.04,0.28,41.62,0.0,-0.4600000000000008
13,25,6,37.07,164.12,89.55,0.11,0.53,61.98,0.0,-0.8299999999999983
2,17,6,36.04,156.74,81.45,0.08,0.4,51.07,0.0,0.0999999999999943
0,11,7,23.67,109.51,76.94,0.09,0.47,44.39,0.0,0.0
0,21,7,28.61,130.94,73.1,0.09,0.41,46.59,0.0,0.0
1,24,6,30.62,132.54,82.57,0.1,0.49,56.99,0.0,-1.789999999999992
17,24,7,19.94,82.03,79.82,0.09,0.39,46.84,0.0,0.4399999999999977
2,6,7,38.98,185.48,72.54,0.11,0.6,54.8,0.0,1.3999999999999917
1,20,6,27.57,118.41,76.43,0.09,0.51,50.63,0.0,1.2000000000000028
22,30,6,19.2,86.12,69.54,0.13,0.44,41.4,0.0,-1.4299999999999926
14,28,7,31.39,160.31,69.86,0.1,0.6,45.4,0.0,2.569999999999993
23,6,6,20.85,110.97,82.18,0.05,0.2,56.24,0.0,2.0200000000000102
17,21,6,26.62,120.18,80.84,0.08,0.49,54.73,0.0,2.5900000000000034
17,16,7,24.88,110.57,75.53,0.09,0.44,40.21,0.0,0.6799999999999926
13,1,7,20.8,95.91,72.48,0.08,0.42,43.19,0.0,0.8499999999999943
22,1,8,22.41,96.09,72.14,0.09,0.4,44.26,0.0,-3.279999999999987
5,1,7,16.8,77.14,71.37,0.08,0.38,47.66,0.0,0.4000000000000057
7,23,6,34.64,154.66,82.31,0.07,0.5,56.43,0.0,-0.7399999999999949
8,8,6,12.17,58.14,80.47,0.03,0.18,55.55,0.0,-0.3500000000000014
6,31,7,29.62,139.93,71.51,0.08,0.59,47.95,0.0,-0.5499999999999972
20,29,6,12.33,28.28,79.52,0.09,0.28,62.33,0.0,4.599999999999994
18,25,7,27.83,103.5,77.31,0.09,0.46,54.44,0.0,3.469999999999999
15,14,7,23.58,111.06,73.85,0.1,0.51,40.42,0.0,-0.9500000000000028
6,12,7,18.48,73.72,73.13,0.07,0.33,39.75,0.0,0.9299999999999996
14,8,7,26.72,102.61,73.69,0.1,0.52,46.79,0.0,-0.9399999999999976
4,2,8,17.84,64.88,74.44,0.06,0.33,50.21,0.0,-0.7199999999999989
7,1,6,43.83,137.85,88.25,0.05,0.44,63.44,0.0,0.2199999999999988
13,13,7,19.7,82.86,78.93,0.07,0.29,40.14,0.0,-1.4299999999999926
14,28,6,8.45,12.31,77.41,0.1,0.15,59.39,0.01,-1.5399999999999991
8,19,7,21.9,77.34,77.11,0.06,0.32,40.6,0.0,-0.6500000000000057
19,15,6,26.1,110.4,78.93,0.1,0.4,49.97,0.0,-0.7400000000000091
9,3,7,17.49,75.63,71.75,0.08,0.32,41.98,0.0,0.5700000000000003
9,1,7,17.86,85.03,71.06,0.05,0.39,44.1,0.0,1.0899999999999963
15,14,6,23.08,106.85,77.19,0.11,0.49,47.17,0.0,-1.2800000000000011
21,14,7,24.78,108.67,76.95,0.1,0.54,41.52,0.0,0.6299999999999955
20,18,7,19.39,80.29,79.57,0.09,0.3,42.51,0.0,-0.1099999999999994
12,17,7,23.73,110.71,76.51,0.06,0.37,40.04,0.0,-1.1800000000000068
16,11,6,9.28,35.58,76.87,0.06,0.3,41.36,0.0,-0.8299999999999983
2,20,7,16.24,69.64,80.84,0.11,0.39,39.27,0.0,0.259999999999998
9,16,6,29.92,131.94,82.06,0.06,0.23,51.83,0.0,0.5300000000000011
22,16,7,28.32,119.17,77.08,0.09,0.46,41.78,0.0,1.769999999999996
17,9,7,30.8,141.41,77.04,0.11,0.55,47.66,0.0,0.6099999999999994
21,6,6,18.74,101.0,81.54,0.05,0.19,54.81,0.0,2.579999999999991
17,22,6,30.15,137.01,80.35,0.09,0.51,51.79,0.0,1.8499999999999943
9,18,7,21.17,83.01,78.02,0.05,0.24,39.93,0.0,-0.8000000000000114
2,13,7,15.76,65.63,83.89,0.08,0.27,44.75,0.0,1.0100000000000051
15,1,8,22.71,93.13,81.21,0.09,0.41,44.89,0.0,2.1599999999999966
8,30,7,32.15,159.12,69.18,0.05,0.67,50.51,0.0,0.5700000000000074
5,19,6,19.17,85.16,78.04,0.06,0.44,53.56,0.0,-0.1199999999999903
23,22,6,34.16,149.05,78.11,0.1,0.52,49.7,0.0,0.6500000000000057
1,21,7,27.6,119.55,72.24,0.09,0.39,46.57,0.0,-2.1200000000000045
9,10,6,6.9,26.23,76.26,0.03,0.2,40.59,0.0,0.9600000000000009
2,14,7,23.17,90.47,81.82,0.08,0.36,48.31,0.0,2.0799999999999983
11,10,6,7.74,29.92,77.05,0.03,0.2,40.47,0.0,2.039999999999999
20,25,7,30.45,108.46,74.41,0.09,0.47,51.96,0.0,2.25
3,25,7,26.01,101.27,73.43,0.1,0.44,44.86,0.0,0.1899999999999977
19,9,6,4.0,16.31,73.51,0.06,0.2,38.5,0.0,0.25
14,7,7,31.64,137.97,76.11,0.1,0.44,54.72,0.0,-0.8199999999999932
7,4,6,34.3,166.88,83.09,0.05,0.42,64.15,0.0,-1.4500000000000028
3,7,6,21.25,110.41,81.85,0.05,0.2,56.59,0.0,-0.8000000000000114
16,4,7,32.28,113.9,79.65,0.09,0.27,51.95,0.04,1.5999999999999943
18,28,7,32.22,164.75,69.13,0.1,0.64,45.16,0.0,-1.5
4,9,7,31.92,167.09,73.33,0.09,0.54,47.67,0.0,-0.9899999999999948
18,28,6,8.15,10.63,74.75,0.1,0.13,52.09,0.0,0.9200000000000016
3,19,7,21.31,78.21,79.46,0.1,0.35,42.44,0.0,0.8800000000000097
23,23,6,32.06,138.53,80.15,0.11,0.51,53.38,0.0,-1.2199999999999989
23,8,7,31.36,166.73,72.56,0.12,0.58,47.81,0.0,1.7199999999999989
12,6,6,12.87,65.95,80.08,0.03,0.16,50.56,0.0,0.1099999999999994
3,17,7,29.6,118.79,77.39,0.1,0.44,43.3,0.0,-0.7400000000000091
1,5,7,27.77,110.42,74.89,0.1,0.38,52.75,0.0,-1.75
21,17,6,33.96,146.17,82.2,0.08,0.47,51.98,0.0,1.6599999999999966
5,16,6,28.68,122.5,81.94,0.1,0.31,54.2,0.0,0.9900000000000092
23,21,6,36.52,176.15,80.92,0.07,0.49,56.72,0.0,0.2900000000000062
6,20,7,18.6,77.28,79.6,0.09,0.37,41.28,0.0,3.260000000000005
20,21,6,32.8,152.22,81.12,0.08,0.49,55.51,0.0,5.019999999999996
13,26,7,28.09,115.79,72.96,0.06,0.49,49.2,0.0,3.1199999999999903
9,15,6,24.44,104.79,76.83,0.07,0.51,45.92,0.0,0.25
23,16,6,36.2,165.58,82.68,0.08,0.38,53.68,0.0,-0.5700000000000074
0,1,6,31.7,119.02,82.56,0.08,0.44,57.6,0.0,0.0
22,15,6,26.71,122.63,81.1,0.08,0.38,56.52,0.0,1.0499999999999972
23,7,7,42.14,170.47,82.51,0.1,0.61,57.43,0.0,1.009999999999991
6,5,7,36.15,153.78,78.23,0.09,0.37,56.24,0.0,5.269999999999996
0,30,7,31.85,151.87,67.07,0.1,0.73,45.41,0.0,-0.2600000000000051
16,20,6,26.08,110.87,83.59,0.08,0.48,55.16,0.0,-0.289999999999992
10,24,7,23.51,97.21,75.96,0.04,0.38,45.52,0.0,1.2199999999999989
9,3,6,48.07,201.28,95.11,0.05,0.43,73.92,0.0,-3.670000000000016
8,27,6,43.59,168.43,88.03,0.12,0.26,53.95,0.21,3.230000000000004
12,25,7,25.61,97.75,76.89,0.05,0.39,49.56,0.0,-1.1400000000000006
2,27,7,32.43,159.12,69.25,0.09,0.61,49.82,0.0,-1.7099999999999935
21,10,7,23.69,107.51,77.53,0.09,0.47,45.22,0.0,0.75
3,8,6,11.6,57.13,80.26,0.05,0.2,58.14,0.0,2.289999999999999
15,19,6,19.41,83.71,79.15,0.08,0.47,49.44,0.0,0.710000000000008
4,6,6,11.7,59.51,78.27,0.04,0.21,56.21,0.0,2.369999999999997
18,17,7,20.68,95.95,78.74,0.08,0.34,41.32,0.0,-0.7599999999999909
22,22,6,33.85,147.8,78.16,0.1,0.52,49.51,0.0,0.5699999999999932
10,6,7,28.91,141.67,69.54,0.06,0.6,47.44,0.0,-0.3599999999999994
12,30,6,24.12,115.76,68.67,0.08,0.53,38.48,0.0,-1.2000000000000028
18,4,6,21.9,100.53,77.67,0.07,0.39,53.32,0.0,-0.3799999999999954
10,31,7,30.29,134.96,72.25,0.06,0.56,45.85,0.0,0.3299999999999983
12,8,6,10.63,48.77,80.29,0.03,0.19,52.39,0.0,-2.210000000000001
4,7,7,36.62,179.31,72.26,0.12,0.59,54.81,0.0,0.3200000000000074
3,21,7,25.63,95.87,71.59,0.09,0.36,47.1,0.0,-1.8299999999999983
12,3,7,19.03,80.7,70.47,0.09,0.34,41.89,0.0,0.8599999999999994
3,18,6,34.89,140.71,81.85,0.09,0.46,53.58,0.0,-2.489999999999995
9,11,6,10.31,38.53,79.44,0.03,0.24,45.96,0.0,-0.5
21,3,6,49.3,270.27,88.1,0.08,0.52,67.32,0.0,-10.490000000000007
5,4,7,25.91,86.86,71.52,0.11,0.33,42.02,0.04,0.75
10,6,6,12.8,65.17,80.05,0.03,0.17,52.33,0.0,0.0399999999999991
10,13,6,15.43,67.65,75.64,0.05,0.44,40.5,0.0,0.3100000000000023
15,13,7,18.81,80.32,79.26,0.08,0.32,40.96,0.0,-0.7199999999999989
12,14,6,23.81,110.73,76.54,0.07,0.46,46.39,0.0,0.9499999999999886
0,1,8,29.12,134.91,76.35,0.1,0.52,45.1,0.0,-2.779999999999987
8,17,7,25.9,117.87,76.01,0.05,0.42,41.63,0.0,-1.6800000000000068
15,21,6,24.59,111.95,79.77,0.09,0.48,54.21,0.0,1.0799999999999983
3,15,6,23.4,103.21,77.54,0.13,0.63,49.35,0.0,0.730000000000004
