aqi
107.43
62.52
96.42
71.88
81.7
75.1
104.69
69.51
65.87
35.54
55.4
67.82
67.66
86.31
117.69
93.48
56.8
79.39
84.35
41.21
71.99
76.4
90.52
53.15
87.19
78.78
86.52
71.57
74.97
91.78
38.0
41.54
80.61
103.44
74.03
99.14
96.11
74.81
24.88
37.62
114.17
110.7
51.36
91.63
82.4
58.07
64.08
59.29
38.71
54.43
105.7
82.08
0.0
91.34
16.38
59.6
67.89
92.62
76.45
87.53
91.19
85.07
24.25
79.81
64.94
82.71
63.79
106.52
79.66
83.72
40.46
132.05
75.96
56.93
94.41
66.75
55.73
78.74
94.57
56.87
75.56
71.9
48.29
96.99
88.66
104.15
83.51
83.72
82.4
89.42
86.08
76.7
61.94
87.42
37.92
76.59
69.32
65.62
63.03
48.71
91.84
96.78
67.78
106.42
82.71
91.44
94.83
60.44
114.3
104.87
87.42
140.91
92.09
106.29
66.23
90.92
45.96
66.29
89.11
69.32
86.25
40.58
81.94
38.88
92.74
55.25
97.41
102.82
75.16
55.0
98.97
40.13
94.81
97.92
51.15
75.98
51.19
94.2
102.65
70.75
81.51
43.54
95.71
92.32
93.67
16.58
88.92
98.0
59.83
87.93
63.74
59.85
72.47
44.88
85.45
59.31
17.67
108.76
69.44
95.52
70.73
115.06
117.25
71.04
79.96
35.75
57.27
113.95
49.04
88.16
77.75
83.39
109.69
94.72
52.43
120.21
71.27
72.14
85.68
86.12
94.95
53.38
87.84
76.49
94.32
70.77
78.21
40.21
137.29
61.77
52.07
110.38
85.3
88.08
81.49
89.44
79.85
93.59
68.35
106.0
89.61
19.54
55.14
111.14
67.09
101.3
58.97
108.02
72.66
108.93
55.08
84.44
80.55
82.12
124.22
55.86
81.41
66.63
49.63
102.58
72.09
66.25
56.3
92.39
77.2
86.79
89.86
70.22
61.73
91.25
52.77
90.41
60.08
72.51
56.19
91.48
122.13
90.22
88.03
68.98
61.77
47.0
91.76
108.83
77.79
107.13
93.12
66.14
71.27
121.02
81.94
93.29
69.0
62.42
85.43
94.87
83.39
41.75
75.37
71.86
77.96
74.62
112.23
46.04
37.54
106.44
98.89
71.15
55.88
90.37
116.44
87.26
68.48
88.88
57.58
76.22
95.6
26.96
120.26
98.89
74.68
57.69
85.07
65.87
40.04
82.04
88.64
97.81
99.03
89.51
77.94
108.14
60.21
83.68
72.18
119.02
57.14
90.87
60.93
129.02
95.75
49.58
54.01
73.86
82.33
61.73
80.11
73.96
90.64
120.85
67.8
72.09
85.68
96.03
68.22
67.36
72.11
89.84
79.29
71.67
67.57
95.16
104.72
94.03
89.78
81.28
62.29
77.39
30.21
67.36
91.63
56.59
81.2
153.33
104.23
116.46
64.67
16.42
72.26
66.44
97.67
64.77
32.58
77.08
83.03
42.71
93.65
33.67
80.11
143.77
74.47
115.8
54.91
42.12
60.48
82.4
109.27
101.59
121.29
64.96
33.04
77.18
69.7
18.71
45.71
105.48
87.93
68.18
59.24
124.22
61.07
107.94
111.39
87.72
40.21
0.0
69.67
97.2
130.52
54.3
78.8
139.22
94.09
17.08
38.71
101.74
70.18
104.69
67.0
69.23
128.41
92.79
86.65
72.83
76.17
103.78
91.65
98.07
70.87
116.02
82.97
84.96
70.92
64.71
76.13
133.58
78.84
71.04
36.75
66.37
19.88
35.58
44.67
80.67
89.42
56.38
90.98
41.96
65.74
43.38
129.98
92.64
17.63
83.49
139.44
95.82
87.34
89.51
65.83
74.43
39.25
54.74
55.23
95.16
62.57
56.78
95.82
70.83
87.45
35.63
44.63
59.01
67.24
60.48
68.62
72.7
73.78
66.9
105.95
60.3
65.03
71.44
101.71
106.37
91.92
99.92
57.71
56.89
62.5
62.97
61.54
102.23
0.0
58.87
40.21
57.52
34.79
62.9
37.92
44.0
78.23
82.25
112.4
71.55
70.26
122.37
80.02
65.91
67.76
64.63
71.42
91.65
74.13
89.06
72.2
99.71
79.96
99.45
87.95
82.19
86.48
41.63
91.71
78.42
70.05
64.25
90.2
78.11
88.2
73.59
95.04
80.29
85.38
70.71
59.48
132.79
86.37
49.25
68.64
89.53
149.11
35.63
62.61
62.21
51.4
26.17
70.71
76.89
89.55
64.4
35.46
53.59
43.46
89.44
61.7
71.59
118.73
65.66
116.34
77.6
40.75
104.87
102.33
75.33
85.72
89.95
67.49
109.57
83.53
65.93
91.57
69.4
81.54
77.88
69.3
72.68
60.88
98.4
51.15
87.84
51.48
84.08
75.14
64.42
81.75
63.07
121.51
66.98
35.21
71.61
80.44
62.34
63.11
74.09
77.67
66.33
75.46
38.67
59.71
88.48
85.11
90.33
64.96
88.96
70.07
58.7
73.31
93.17
65.87
97.39
83.6
28.75
74.28
32.25
89.59
80.25
16.67
92.09
97.69
70.24
93.44
93.31
92.68
33.96
70.37
92.98
91.5
52.62
87.8
83.95
96.97
85.87
103.51
64.67
94.53
84.63
76.95
102.72
92.22
81.72
117.35
102.6
92.53
80.4
75.0
131.95
120.92
79.41
93.75
75.37
48.33
66.37
48.75
69.04
96.74
86.35
76.28
71.61
89.25
44.29
103.76
79.45
65.57
98.93
42.96
134.98
80.04
52.47
58.0
65.11
75.63
86.79
80.02
77.27
74.76
117.25
82.4
74.26
73.52
71.82
80.63
36.75
107.53
89.38
20.21
56.22
102.08
83.39
102.26
41.08
36.75
57.37
0.0
89.7
62.5
61.41
80.67
74.95
77.22
101.59
89.53
115.75
60.25
51.25
89.78
49.0
61.39
17.75
41.38
52.51
86.77
25.5
57.56
89.53
32.75
129.96
47.54
49.04
128.23
94.09
57.77
78.4
93.17
87.07
83.24
110.31
79.5
97.77
62.23
71.61
145.47
92.91
65.3
83.83
99.1
106.52
91.0
105.04
62.02
71.57
96.97
76.13
37.38
101.52
83.98
45.08
67.91
104.94
132.47
51.5
96.07
78.0
68.33
63.11
104.82
140.3
105.16
71.76
102.65
36.17
126.81
41.0
95.18
61.22
56.45
68.45
20.92
93.46
81.83
41.67
61.47
81.43
60.84
102.45
88.01
122.25
36.38
89.21
104.5
73.44
121.02
113.21
71.99
108.17
55.69
117.33
61.45
76.19
115.01
105.09
37.46
44.63
57.14
88.88
46.54
101.52
49.88
116.61
71.44
39.5
68.92
104.5
67.99
88.79
56.62
62.76
91.42
62.31
83.34
88.73
94.6
81.18
74.36
74.03
71.61
79.83
21.17
80.13
77.75
53.99
91.8
71.15
53.73
77.79
89.21
46.88
62.46
60.74
79.64
80.23
58.82
67.36
118.88
65.81
62.82
81.56
89.4
78.4
88.29
125.62
85.17
107.06
67.3
34.75
69.88
75.42
109.79
36.83
53.36
116.66
86.69
41.46
54.6
89.72
85.7
110.8
129.14
76.89
57.35
103.98
63.53
60.76
114.42
60.93
79.81
37.08
71.27
85.41
67.85
62.5
73.84
98.07
108.14
57.31
101.52
67.26
68.83
67.85
102.7
135.96
80.99
63.3
120.53
88.54
79.2
69.38
56.68
103.86
90.12
72.2
94.68
51.53
126.44
103.17
97.33
95.46
95.31
94.64
98.82
61.01
78.13
46.88
72.91
63.6
76.36
58.78
74.51
91.46
116.04
52.05
94.03
96.17
97.69
51.86
67.24
94.6
54.62
68.67
21.46
73.02
58.3
89.57
57.79
125.52
46.5
58.0
74.7
82.31
90.03
52.96
89.61
78.28
80.55
53.44
73.75
99.64
76.66
93.31
48.67
58.95
59.52
63.41
75.23
101.81
36.33
72.16
27.79
103.34
68.71
90.7
34.92
127.42
61.2
81.07
81.58
72.41
66.9
51.61
98.17
125.48
78.68
67.57
66.56
57.06
95.67
77.37
47.08
77.46
59.45
87.87
81.68
103.71
82.04
62.9
83.39
96.4
70.35
54.22
63.37
62.34
118.21
77.88
71.13
140.72
65.05
96.26
89.74
17.38
91.8
78.7
91.25
120.4
56.43
98.34
77.04
69.8
41.88
115.13
75.52
99.94
92.72
109.22
76.47
67.05
37.0
67.07
78.32
121.86
79.08
97.75
91.86
95.18
78.44
93.75
70.64
71.17
97.96
77.65
97.98
45.0
84.25
29.58
69.09
62.78
131.34
67.38
60.76
54.79
18.62
93.82
35.63
51.97
92.64
102.43
41.0
84.84
17.13
115.9
45.96
92.6
104.25
65.47
104.08
86.94
88.6
23.46
112.75
95.96
39.21
53.61
118.78
76.36
91.48
73.78
85.51
66.48
72.45
55.67
41.08
82.92
55.65
81.51
71.34
71.71
77.79
78.47
67.17
131.31
0.0
81.68
52.89
93.46
56.95
94.99
68.2
84.52
54.85
91.74
44.08
112.3
81.6
62.02
56.19
87.11
76.28
96.95
72.87
62.23
90.64
87.07
72.09
59.79
93.69
60.04
70.94
91.78
112.55
66.37
17.71
103.56
66.58
110.01
105.16
62.38
81.79
57.06
68.41
104.0
131.24
74.7
63.3
49.46
72.11
80.55
94.38
85.13
77.22
74.78
95.39
62.31
17.29
52.89
81.49
129.56
57.69
38.29
102.45
43.21
86.29
102.95
105.7
68.1
84.35
76.66
65.47
92.07
89.25
153.85
106.24
56.15
79.33
75.67
104.3
26.71
63.07
19.88
67.26
73.99
102.9
70.62
71.21
53.88
56.95
59.52
79.77
58.87
94.32
42.5
61.58
17.08
44.12
60.42
99.73
63.07
70.68
95.6
83.01
60.74
67.97
79.01
76.66
17.75
124.93
62.15
99.5
68.06
84.4
71.21
79.24
113.48
94.99
95.63
62.55
49.58
109.37
69.4
107.82
102.33
67.61
35.58
85.55
93.92
79.75
65.97
113.04
62.78
92.28
93.5
52.07
76.87
22.5
60.17
55.63
93.08
76.85
80.69
86.71
63.74
42.58
93.8
83.49
82.33
56.68
38.71
77.67
75.58
103.29
80.4
94.57
75.71
63.53
90.22
52.43
107.18
77.75
94.81
73.54
67.51
72.58
56.57
83.22
38.71
78.7
86.69
69.8
74.01
89.36
88.05
74.26
